1	5.02
2	5.74
3	5.68
4	5.26
5	5.78
6	5.32
7	5.72
8	5.2
9	5.94
10	5.32
11	5.18
12	5.28
13	5.02
14	5.5
15	5.42
16	5.64
17	5.08
18	5.1
19	5.02
20	5.1
21	5.16
22	5.38
23	4.78
24	4.72
25	4.92
26	4.48
27	4.36
28	4.525
29	4.7
30	5.32
31	4.98
32	5.14
33	4.88
34	5.4
35	5.38
36	5.36
37	5.32
38	5.56
39	5.46
40	5.48
41	5.42
42	4.42
43	5.12
44	4.94
45	5.18
46	5.02
47	5.24
48	5.28
49	5.7
50	4.98
51	5.2
52	4.66
53	5.28
54	4.64
55	5.04
56	4.78
57	4.86
58	5.26
59	5.24
60	5.34
61	5.34
62	5.8
63	5.1
64	5.5
65	5.6
66	5.72
67	5.56
68	5.54
69	6.48
70	4.96
71	4.26
72	4.68
73	5.32
74	5.3
75	4.98
76	4.98
77	5.24
78	5.18
79	5.18
80	4.62
81	4.46
82	4.88
83	4.9
84	5.08
85	5.14
86	5.02
87	4.96
88	5.56
89	5.8
90	5.44
91	4.1
92	5
93	5.2
94	4.32
95	4.68
96	5.54
97	4.68
98	4.42
99	4.28
100	5.08
101	4.1
102	4.38
103	3.6333333333333
104	4.82
105	5.54
106	5.48
107	5.62
108	5.375
109	5.44
110	5.6
111	5.9
112	5.92
113	5.7
114	5.56
115	5.86
116	5.72
117	5.54
118	6.8
119	4.6
120	4.72
121	4.73
