         x                y             f0_f2   
       80.000000       10.000000        6.348722
       80.000000        5.000000        6.926682
       80.000000    0.000000E+00        7.018162
       80.000000       -5.000000        7.357708
       80.000000      -10.000000        7.627418
       80.000000      -15.000000        7.445441
       80.000000      -20.000000        6.956002
       80.000000      -25.000000        6.506766
       80.000000      -30.000000        6.055045
       80.000000      -35.000000        5.772099
       80.000000      -40.000000        5.488604
       80.000000      -45.000000        5.375426
       80.000000      -50.000000        5.276464
       80.000000      -55.000000        5.253354
       80.000000      -60.000000        5.061175
       80.000000      -65.000000        5.073465
       80.000000      -70.000000        4.925463
       80.000000      -75.000000        4.915089
       80.000000      -80.000000        4.877168
       80.000000      -85.000000        4.968234
       80.000000      -90.000000        5.020269
       85.000000       90.000000        2.020500
       85.000000       85.000000        2.143705
       85.000000       80.000000        1.698010
       85.000000       75.000000        1.429089
       85.000000       70.000000        1.119961
       85.000000       65.000000        1.322325
       85.000000       60.000000        1.763416
       85.000000       55.000000        2.205668
       85.000000       50.000000        2.535747
       85.000000       45.000000        2.802320
       85.000000       40.000000        3.038863
       85.000000       35.000000        3.400359
       85.000000       30.000000        4.021214
       85.000000       25.000000        4.997150
       85.000000       20.000000        6.192748
       85.000000       15.000000        6.720361
       85.000000       10.000000        6.266588
       85.000000        5.000000        6.922997
       85.000000    0.000000E+00        6.997921
       85.000000       -5.000000        7.352728
       85.000000      -10.000000        7.636290
       85.000000      -15.000000        7.462150
       85.000000      -20.000000        7.001805
       85.000000      -25.000000        6.595319
       85.000000      -30.000000        6.167356
       85.000000      -35.000000        5.916787
       85.000000      -40.000000        5.598319
       85.000000      -45.000000        5.447280
       85.000000      -50.000000        5.323116
       85.000000      -55.000000        5.226611
       85.000000      -60.000000        4.926404
       85.000000      -65.000000        5.076588
       85.000000      -70.000000        4.897376
       85.000000      -75.000000        4.937865
       85.000000      -80.000000        4.893366
       85.000000      -85.000000        4.968913
       85.000000      -90.000000        5.020269
       90.000000       90.000000        2.020500
       90.000000       85.000000        2.113103
       90.000000       80.000000        1.675434
       90.000000       75.000000        1.381311
       90.000000       70.000000        1.031295
       90.000000       65.000000        1.165119
       90.000000       60.000000        1.542738
       90.000000       55.000000        1.970127
       90.000000       50.000000        2.320082
       90.000000       45.000000        2.609211
       90.000000       40.000000        2.859931
       90.000000       35.000000        3.212277
       90.000000       30.000000        3.807254
       90.000000       25.000000        4.748280
       90.000000       20.000000        5.881096
       90.000000       15.000000        6.434847
       90.000000       10.000000        6.182661
       90.000000        5.000000        6.861960
       90.000000    0.000000E+00        6.949864
       90.000000       -5.000000        7.316763
       90.000000      -10.000000        7.615821
       90.000000      -15.000000        7.472687
       90.000000      -20.000000        7.065507
       90.000000      -25.000000        6.694077
       90.000000      -30.000000        6.302794
       90.000000      -35.000000        6.027914
       90.000000      -40.000000        5.683863
       90.000000      -45.000000        5.486797
       90.000000      -50.000000        5.320751
       90.000000      -55.000000        5.115483
       90.000000      -60.000000        4.820159
       90.000000      -65.000000        5.079978
       90.000000      -70.000000        4.860339
       90.000000      -75.000000        4.955331
       90.000000      -80.000000        5.022992
       90.000000      -85.000000        4.970888
       90.000000      -90.000000        5.020269
       95.000000       90.000000        2.020500
       95.000000       85.000000        2.089179
       95.000000       80.000000        1.659538
       95.000000       75.000000        1.336997
       95.000000       70.000000    9.582527E-01
       95.000000       65.000000        1.053218
       95.000000       60.000000        1.386638
       95.000000       55.000000        1.781359
       95.000000       50.000000        2.140753
       95.000000       45.000000        2.450398
       95.000000       40.000000        2.729963
       95.000000       35.000000        3.096295
       95.000000       30.000000        3.662736
       95.000000       25.000000        4.528625
       95.000000       20.000000        5.555305
       95.000000       15.000000        6.011672
       95.000000       10.000000        6.054634
       95.000000        5.000000        6.707739
       95.000000    0.000000E+00        6.818812
       95.000000       -5.000000        7.234334
       95.000000      -10.000000        7.598684
       95.000000      -15.000000        7.470026
       95.000000      -20.000000        7.114244
       95.000000      -25.000000        6.765756
       95.000000      -30.000000        6.388352
       95.000000      -35.000000        6.079210
       95.000000      -40.000000        5.711021
       95.000000      -45.000000        5.475632
       95.000000      -50.000000        5.267314
       95.000000      -55.000000        4.994159
       95.000000      -60.000000        4.778576
       95.000000      -65.000000        5.054718
       95.000000      -70.000000        4.865865
       95.000000      -75.000000        4.974857
       95.000000      -80.000000        5.150888
       95.000000      -85.000000        4.974692
       95.000000      -90.000000        5.020269
      100.000000       90.000000        2.020500
      100.000000       85.000000        2.080840
      100.000000       80.000000        1.645579
      100.000000       75.000000        1.299079
      100.000000       70.000000    9.129890E-01
      100.000000       65.000000    9.745570E-01
      100.000000       60.000000        1.269306
      100.000000       55.000000        1.641183
      100.000000       50.000000        2.008127
      100.000000       45.000000        2.332569
      100.000000       40.000000        2.632019
      100.000000       35.000000        3.013549
      100.000000       30.000000        3.580915
      100.000000       25.000000        4.383873
      100.000000       20.000000        5.283302
      100.000000       15.000000        5.672099
      100.000000       10.000000        5.808365
      100.000000        5.000000        6.399092
      100.000000    0.000000E+00        6.548173
      100.000000       -5.000000        7.019981
      100.000000      -10.000000        7.426200
      100.000000      -15.000000        7.390245
      100.000000      -20.000000        7.090069
      100.000000      -25.000000        6.769642
      100.000000      -30.000000        6.405500
      100.000000      -35.000000        6.067668
      100.000000      -40.000000        5.675735
      100.000000      -45.000000        5.401976
      100.000000      -50.000000        5.154559
      100.000000      -55.000000        4.887951
      100.000000      -60.000000        4.755105
      100.000000      -65.000000        5.029296
      100.000000      -70.000000        4.875123
      100.000000      -75.000000        5.063227
      100.000000      -80.000000        5.272240
      100.000000      -85.000000        4.978976
      100.000000      -90.000000        5.020269
      105.000000       90.000000        2.020500
      105.000000       85.000000        2.075300
      105.000000       80.000000        1.636923
      105.000000       75.000000        1.246205
      105.000000       70.000000    8.703391E-01
      105.000000       65.000000    9.153277E-01
      105.000000       60.000000        1.185816
      105.000000       55.000000        1.547168
      105.000000       50.000000        1.923379
      105.000000       45.000000        2.258596
      105.000000       40.000000        2.570575
      105.000000       35.000000        2.972298
      105.000000       30.000000        3.535807
      105.000000       25.000000        4.285995
      105.000000       20.000000        5.054519
      105.000000       15.000000        5.355768
      105.000000       10.000000        5.499055
      105.000000        5.000000        6.028320
      105.000000    0.000000E+00        6.210921
      105.000000       -5.000000        6.753260
      105.000000      -10.000000        7.222359
      105.000000      -15.000000        7.247308
      105.000000      -20.000000        6.978699
      105.000000      -25.000000        6.678046
      105.000000      -30.000000        6.325823
      105.000000      -35.000000        5.973505
      105.000000      -40.000000        5.594697
      105.000000      -45.000000        5.304626
      105.000000      -50.000000        5.062560
      105.000000      -55.000000        4.805816
      105.000000      -60.000000        4.726648
      105.000000      -65.000000        4.996645
      105.000000      -70.000000        4.882217
      105.000000      -75.000000        5.122858
      105.000000      -80.000000        5.375732
      105.000000      -85.000000        4.983595
      105.000000      -90.000000        5.020269
      110.000000       90.000000        2.020500
      110.000000       85.000000        2.072361
      110.000000       80.000000        1.630160
      110.000000       75.000000        1.189477
      110.000000       70.000000    8.315912E-01
      110.000000       65.000000    8.735280E-01
      110.000000       60.000000        1.132072
      110.000000       55.000000        1.493400
      110.000000       50.000000        1.876867
      110.000000       45.000000        2.213382
      110.000000       40.000000        2.542707
      110.000000       35.000000        2.964137
      110.000000       30.000000        3.548506
      110.000000       25.000000        4.259714
      110.000000       20.000000        4.904843
      110.000000       15.000000        5.101199
      110.000000       10.000000        5.212341
      110.000000        5.000000        5.703813
      110.000000    0.000000E+00        5.940059
      110.000000       -5.000000        6.577247
