         x                y             f0_f2   
      110.000000      -10.000000        7.136458
      110.000000      -15.000000        7.213860
      110.000000      -20.000000        6.947622
      110.000000      -25.000000        6.636166
      110.000000      -30.000000        6.293663
      110.000000      -35.000000        5.973444
      110.000000      -40.000000        5.636308
      110.000000      -45.000000        5.324718
      110.000000      -50.000000        5.030612
      110.000000      -55.000000        4.729831
      110.000000      -60.000000        4.684425
      110.000000      -65.000000        4.955905
      110.000000      -70.000000        4.885015
      110.000000      -75.000000        5.141879
      110.000000      -80.000000        5.433093
      110.000000      -85.000000        4.988355
      110.000000      -90.000000        5.020269
      115.000000       90.000000        2.020500
      115.000000       85.000000        2.062215
      115.000000       80.000000        1.627743
      115.000000       75.000000        1.174972
      115.000000       70.000000    8.138171E-01
      115.000000       65.000000    8.485896E-01
      115.000000       60.000000        1.105231
      115.000000       55.000000        1.473193
      115.000000       50.000000        1.858393
      115.000000       45.000000        2.195129
      115.000000       40.000000        2.514228
      115.000000       35.000000        2.938712
      115.000000       30.000000        3.550419
      115.000000       25.000000        4.209670
      115.000000       20.000000        4.751608
      115.000000       15.000000        4.879522
      115.000000       10.000000        4.947549
      115.000000        5.000000        5.398968
      115.000000    0.000000E+00        5.656667
      115.000000       -5.000000        6.344952
      115.000000      -10.000000        6.986814
      115.000000      -15.000000        7.137277
      115.000000      -20.000000        6.850698
      115.000000      -25.000000        6.510082
      115.000000      -30.000000        6.161773
      115.000000      -35.000000        5.880956
      115.000000      -40.000000        5.636232
      115.000000      -45.000000        5.376318
      115.000000      -50.000000        5.027377
      115.000000      -55.000000        4.647544
      115.000000      -60.000000        4.622469
      115.000000      -65.000000        4.905737
      115.000000      -70.000000        4.882125
      115.000000      -75.000000        5.115800
      115.000000      -80.000000        5.405004
      115.000000      -85.000000        4.990797
      115.000000      -90.000000        5.020269
      120.000000       90.000000        2.020500
      120.000000       85.000000        2.053840
      120.000000       80.000000        1.629154
      120.000000       75.000000        1.166778
      120.000000       70.000000    7.997030E-01
      120.000000       65.000000    8.276791E-01
      120.000000       60.000000        1.085808
      120.000000       55.000000        1.465465
      120.000000       50.000000        1.853421
      120.000000       45.000000        2.182874
      120.000000       40.000000        2.482146
      120.000000       35.000000        2.872222
      120.000000       30.000000        3.449023
      120.000000       25.000000        4.062700
      120.000000       20.000000        4.544447
      120.000000       15.000000        4.631350
      120.000000       10.000000        4.656689
      120.000000        5.000000        5.090238
      120.000000    0.000000E+00        5.372853
      120.000000       -5.000000        6.095336
      120.000000      -10.000000        6.807837
      120.000000      -15.000000        7.018003
      120.000000      -20.000000        6.715404
      120.000000      -25.000000        6.353070
      120.000000      -30.000000        5.998273
      120.000000      -35.000000        5.737161
      120.000000      -40.000000        5.556829
      120.000000      -45.000000        5.417060
      120.000000      -50.000000        5.070688
      120.000000      -55.000000        4.600622
      120.000000      -60.000000        4.533262
      120.000000      -65.000000        4.861492
      120.000000      -70.000000        4.876978
      120.000000      -75.000000        5.054443
      120.000000      -80.000000        5.329908
      120.000000      -85.000000        4.995123
      120.000000      -90.000000        5.020269
      125.000000       90.000000        2.020500
      125.000000       85.000000        2.047406
      125.000000       80.000000        1.632555
      125.000000       75.000000        1.162996
      125.000000       70.000000    7.890508E-01
      125.000000       65.000000    8.095437E-01
      125.000000       60.000000        1.071445
      125.000000       55.000000        1.462540
      125.000000       50.000000        1.851756
      125.000000       45.000000        2.167751
      125.000000       40.000000        2.439592
      125.000000       35.000000        2.786436
      125.000000       30.000000        3.347270
      125.000000       25.000000        3.902330
      125.000000       20.000000        4.311491
      125.000000       15.000000        4.368519
      125.000000       10.000000        4.346696
      125.000000        5.000000        4.777352
      125.000000    0.000000E+00        5.008745
      125.000000       -5.000000        5.539776
      125.000000      -10.000000        6.397269
      125.000000      -15.000000        6.865994
      125.000000      -20.000000        6.551794
      125.000000      -25.000000        6.174882
      125.000000      -30.000000        5.813243
      125.000000      -35.000000        5.570647
      125.000000      -40.000000        5.448683
      125.000000      -45.000000        5.388314
      125.000000      -50.000000        5.152653
      125.000000      -55.000000        4.615939
      125.000000      -60.000000        4.448961
      125.000000      -65.000000        4.798768
      125.000000      -70.000000        4.869019
      125.000000      -75.000000        4.967062
      125.000000      -80.000000        5.234235
      125.000000      -85.000000        5.000952
      125.000000      -90.000000        5.020269
      130.000000       90.000000        2.020500
      130.000000       85.000000        2.042807
      130.000000       80.000000        1.639889
      130.000000       75.000000        1.144996
      130.000000       70.000000    7.681929E-01
      130.000000       65.000000    7.929251E-01
      130.000000       60.000000        1.060799
      130.000000       55.000000        1.457976
      130.000000       50.000000        1.847714
      130.000000       45.000000        2.147168
      130.000000       40.000000        2.390059
      130.000000       35.000000        2.704810
      130.000000       30.000000        3.371317
      130.000000       25.000000        3.831857
      130.000000       20.000000        4.089384
      130.000000       15.000000        4.108595
      130.000000       10.000000        4.028968
      130.000000        5.000000        4.480594
      130.000000    0.000000E+00        4.726002
      130.000000       -5.000000        5.227742
      130.000000      -10.000000        6.087775
      130.000000      -15.000000        6.690780
      130.000000      -20.000000        6.371234
      130.000000      -25.000000        5.989254
      130.000000      -30.000000        5.623773
      130.000000      -35.000000        5.386844
      130.000000      -40.000000        5.303715
      130.000000      -45.000000        5.321329
      130.000000      -50.000000        5.201386
      130.000000      -55.000000        4.717235
      130.000000      -60.000000        4.368990
      130.000000      -65.000000        4.766166
      130.000000      -70.000000        4.861837
      130.000000      -75.000000        4.945184
      130.000000      -80.000000        5.131365
      130.000000      -85.000000        5.007877
      130.000000      -90.000000        5.020269
      135.000000       90.000000        2.020500
      135.000000       85.000000        2.039843
      135.000000       80.000000        1.633810
      135.000000       75.000000        1.112464
      135.000000       70.000000    7.496485E-01
      135.000000       65.000000    7.758690E-01
      135.000000       60.000000        1.048092
      135.000000       55.000000        1.445643
      135.000000       50.000000        1.839666
      135.000000       45.000000        2.121394
      135.000000       40.000000        2.338179
      135.000000       35.000000        2.591601
      135.000000       30.000000        3.309081
      135.000000       25.000000        3.702054
      135.000000       20.000000        3.889623
      135.000000       15.000000        3.881594
      135.000000       10.000000        3.739034
      135.000000        5.000000        4.224355
      135.000000    0.000000E+00        4.506173
      135.000000       -5.000000        5.097006
      135.000000      -10.000000        5.985075
      135.000000      -15.000000        6.510734
      135.000000      -20.000000        6.189305
      135.000000      -25.000000        5.805842
      135.000000      -30.000000        5.439183
      135.000000      -35.000000        5.199706
      135.000000      -40.000000        5.141504
      135.000000      -45.000000        5.220415
      135.000000      -50.000000        5.258827
      135.000000      -55.000000        4.841561
      135.000000      -60.000000        4.347529
      135.000000      -65.000000        4.716500
      135.000000      -70.000000        4.851275
      135.000000      -75.000000        4.940978
      135.000000      -80.000000        5.025375
      135.000000      -85.000000        5.013934
      135.000000      -90.000000        5.020269
      140.000000       90.000000        2.020500
      140.000000       85.000000        2.038293
      140.000000       80.000000        1.627480
      140.000000       75.000000        1.106069
      140.000000       70.000000    7.367889E-01
      140.000000       65.000000    7.560629E-01
      140.000000       60.000000        1.032456
      140.000000       55.000000        1.432710
      140.000000       50.000000        1.826444
      140.000000       45.000000        2.091043
      140.000000       40.000000        2.286910
      140.000000       35.000000        2.456882
      140.000000       30.000000        3.166216
      140.000000       25.000000        3.556135
      140.000000       20.000000        3.727983
      140.000000       15.000000        3.704319
      140.000000       10.000000        3.500859
      140.000000        5.000000        4.001248
      140.000000    0.000000E+00        4.297076
      140.000000       -5.000000        4.892892
      140.000000      -10.000000        5.775630
      140.000000      -15.000000        6.302395
      140.000000      -20.000000        6.012873
      140.000000      -25.000000        5.631893
      140.000000      -30.000000        5.270668
      140.000000      -35.000000        5.026890
      140.000000      -40.000000        4.976495
      140.000000      -45.000000        5.076716
      140.000000      -50.000000        5.204956
      140.000000      -55.000000        4.949672
      140.000000      -60.000000        4.433048
      140.000000      -65.000000        4.658737
      140.000000      -70.000000        4.847542
      140.000000      -75.000000        4.949595
      140.000000      -80.000000        5.007644
      140.000000      -85.000000        5.019824
      140.000000      -90.000000        5.020269
      145.000000       90.000000        2.020500
      145.000000       85.000000        2.047763
      145.000000       80.000000        1.636984
      145.000000       75.000000        1.107049
      145.000000       70.000000    7.197190E-01
      145.000000       65.000000    7.357519E-01
      145.000000       60.000000        1.016791
      145.000000       55.000000        1.415378
      145.000000       50.000000        1.801957
      145.000000       45.000000        2.054563
      145.000000       40.000000        2.236780
      145.000000       35.000000        2.371311
      145.000000       30.000000        3.003954
      145.000000       25.000000        3.405127
      145.000000       20.000000        3.586372
      145.000000       15.000000        3.562716
      145.000000       10.000000        3.366672
      145.000000        5.000000        3.789394
      145.000000    0.000000E+00        4.127652
      145.000000       -5.000000        4.739055
      145.000000      -10.000000        5.536172
      145.000000      -15.000000        6.050233
      145.000000      -20.000000        5.843859
      145.000000      -25.000000        5.469195
      145.000000      -30.000000        5.115094
      145.000000      -35.000000        4.866481
      145.000000      -40.000000        4.811930
      145.000000      -45.000000        4.914636
      145.000000      -50.000000        5.091619
      145.000000      -55.000000        4.987944
      145.000000      -60.000000        4.534795
      145.000000      -65.000000        4.611017
      145.000000      -70.000000        4.837181
      145.000000      -75.000000        4.969143
      145.000000      -80.000000        5.022421
      145.000000      -85.000000        5.023840
      145.000000      -90.000000        5.020269
      150.000000       90.000000        2.020500
      150.000000       85.000000        2.076665
      150.000000       80.000000        1.657264
      150.000000       75.000000        1.109688
      150.000000       70.000000    7.221428E-01
      150.000000       65.000000    7.246004E-01
      150.000000       60.000000        1.002120
      150.000000       55.000000        1.392050
      150.000000       50.000000        1.768492
      150.000000       45.000000        2.015973
      150.000000       40.000000        2.188072
      150.000000       35.000000        2.304882
      150.000000       30.000000        2.823354
      150.000000       25.000000        3.248608
      150.000000       20.000000        3.464723
      150.000000       15.000000        3.456863
      150.000000       10.000000        3.269434
      150.000000        5.000000        3.594262
      150.000000    0.000000E+00        3.997127
      150.000000       -5.000000        4.503114
      150.000000      -10.000000        5.188797
      150.000000      -15.000000        5.764226
      150.000000      -20.000000        5.683044
      150.000000      -25.000000        5.316280
      150.000000      -30.000000        4.966625
      150.000000      -35.000000        4.710725
      150.000000      -40.000000        4.640950
      150.000000      -45.000000        4.738341
      150.000000      -50.000000        4.937135
      150.000000      -55.000000        4.962513
      150.000000      -60.000000        4.631688
      150.000000      -65.000000        4.569016
      150.000000      -70.000000        4.844018
      150.000000      -75.000000        4.995580
      150.000000      -80.000000        5.037800
      150.000000      -85.000000        5.028378
      150.000000      -90.000000        5.020269
      155.000000       90.000000        2.020500
      155.000000       85.000000        2.109964
      155.000000       80.000000        1.677545
      155.000000       75.000000        1.117148
      155.000000       70.000000    7.181414E-01
      155.000000       65.000000    7.135015E-01
      155.000000       60.000000    9.824280E-01
      155.000000       55.000000        1.363000
      155.000000       50.000000        1.731447
      155.000000       45.000000        1.978492
      155.000000       40.000000        2.142727
      155.000000       35.000000        2.247481
      155.000000       30.000000        2.670392
      155.000000       25.000000        3.122818
      155.000000       20.000000        3.363729
      155.000000       15.000000        3.374743
      155.000000       10.000000        3.199038
      155.000000        5.000000        3.413619
      155.000000    0.000000E+00        3.822903
      155.000000       -5.000000        4.218123
      155.000000      -10.000000        4.783614
      155.000000      -15.000000        5.439941
      155.000000      -20.000000        5.526819
      155.000000      -25.000000        5.170146
      155.000000      -30.000000        4.822666
      155.000000      -35.000000        4.558838
      155.000000      -40.000000        4.464453
      155.000000      -45.000000        4.552255
      155.000000      -50.000000        4.755098
      155.000000      -55.000000        4.888042
      155.000000      -60.000000        4.709470
      155.000000      -65.000000        4.528320
      155.000000      -70.000000        4.851361
      155.000000      -75.000000        5.006713
      155.000000      -80.000000        5.052999
      155.000000      -85.000000        5.034011
      155.000000      -90.000000        5.020269
      160.000000       90.000000        2.020500
      160.000000       85.000000        2.147928
      160.000000       80.000000        1.699092
      160.000000       75.000000        1.115646
      160.000000       70.000000    7.275211E-01
      160.000000       65.000000    7.017050E-01
      160.000000       60.000000    9.547880E-01
      160.000000       55.000000        1.327516
      160.000000       50.000000        1.692027
      160.000000       45.000000        1.942613
      160.000000       40.000000        2.100131
      160.000000       35.000000        2.195971
      160.000000       30.000000        2.560822
      160.000000       25.000000        3.053911
      160.000000       20.000000        3.292660
      160.000000       15.000000        3.307841
      160.000000       10.000000        3.144862
      160.000000        5.000000        3.243712
      160.000000    0.000000E+00        3.656320
      160.000000       -5.000000        4.026866
      160.000000      -10.000000        4.527956
      160.000000      -15.000000        5.155308
      160.000000      -20.000000        5.372938
      160.000000      -25.000000        5.030524
      160.000000      -30.000000        4.682158
      160.000000      -35.000000        4.409687
      160.000000      -40.000000        4.282194
      160.000000      -45.000000        4.358131
      160.000000      -50.000000        4.556348
      160.000000      -55.000000        4.775541
      160.000000      -60.000000        4.763681
      160.000000      -65.000000        4.487246
      160.000000      -70.000000        4.864132
      160.000000      -75.000000        5.008500
      160.000000      -80.000000        5.068369
      160.000000      -85.000000        5.040484
      160.000000      -90.000000        5.020269
      165.000000       90.000000        2.020500
      165.000000       85.000000        2.152805
      165.000000       80.000000        1.718078
      165.000000       75.000000        1.130038
      165.000000       70.000000    7.360508E-01
      165.000000       65.000000    6.856903E-01
      165.000000       60.000000    9.225097E-01
      165.000000       55.000000        1.288769
      165.000000       50.000000        1.651297
      165.000000       45.000000        1.908925
      165.000000       40.000000        2.060729
      165.000000       35.000000        2.154274
      165.000000       30.000000        2.456389
      165.000000       25.000000        3.001932
      165.000000       20.000000        3.230767
      165.000000       15.000000        3.251233
      165.000000       10.000000        3.104408
      165.000000        5.000000        3.083536
      165.000000    0.000000E+00        3.501055
      165.000000       -5.000000        3.851120
      165.000000      -10.000000        4.299920
      165.000000      -15.000000        4.893163
      165.000000      -20.000000        5.218462
      165.000000      -25.000000        4.893201
      165.000000      -30.000000        4.541605
      165.000000      -35.000000        4.261569
      165.000000      -40.000000        4.093504
      165.000000      -45.000000        4.155768
      165.000000      -50.000000        4.346081
      165.000000      -55.000000        4.632153
      165.000000      -60.000000        4.793482
      165.000000      -65.000000        4.512696
      165.000000      -70.000000        4.809260
      165.000000      -75.000000        5.016708
      165.000000      -80.000000        5.083974
      165.000000      -85.000000        5.047405
      165.000000      -90.000000        5.020269
      170.000000       90.000000        2.020500
      170.000000       85.000000        2.138995
      170.000000       80.000000        1.738835
      170.000000       75.000000        1.158385
      170.000000       70.000000    7.406840E-01
      170.000000       65.000000    6.594267E-01
      170.000000       60.000000    8.854079E-01
      170.000000       55.000000        1.246225
      170.000000       50.000000        1.610169
      170.000000       45.000000        1.877924
      170.000000       40.000000        2.024734
      170.000000       35.000000        2.118993
      170.000000       30.000000        2.304732
      170.000000       25.000000        2.891543
      170.000000       20.000000        3.148768
      170.000000       15.000000        3.202089
      170.000000       10.000000        3.073383
      170.000000        5.000000        2.928070
      170.000000    0.000000E+00        3.352041
      170.000000       -5.000000        3.676629
      170.000000      -10.000000        4.071064
      170.000000      -15.000000        4.640013
      170.000000      -20.000000        5.061075
      170.000000      -25.000000        4.757533
      170.000000      -30.000000        4.412363
      170.000000      -35.000000        4.114373
      170.000000      -40.000000        3.903669
      170.000000      -45.000000        3.954855
      170.000000      -50.000000        4.139944
      170.000000      -55.000000        4.449877
      170.000000      -60.000000        4.702619
      170.000000      -65.000000        4.594092
      170.000000      -70.000000        4.753771
      170.000000      -75.000000        5.032334
      170.000000      -80.000000        5.090606
      170.000000      -85.000000        5.054007
      170.000000      -90.000000        5.020269
      175.000000       90.000000        2.020500
      175.000000       85.000000        2.124480
      175.000000       80.000000        1.783148
      175.000000       75.000000        1.195513
      175.000000       70.000000    7.355066E-01
      175.000000       65.000000    6.308756E-01
      175.000000       60.000000    8.429747E-01
      175.000000       55.000000        1.199578
      175.000000       50.000000        1.568605
      175.000000       45.000000        1.849877
      175.000000       40.000000        1.992909
      175.000000       35.000000        2.090912
      175.000000       30.000000        2.151726
      175.000000       25.000000        2.759906
      175.000000       20.000000        3.054983
      175.000000       15.000000        3.158011
      175.000000       10.000000        3.046005
      175.000000        5.000000        2.786788
      175.000000    0.000000E+00        3.201820
      175.000000       -5.000000        3.506456
      175.000000      -10.000000        3.856091
      175.000000      -15.000000        4.384324
      175.000000      -20.000000        4.866606
      175.000000      -25.000000        4.666341
      175.000000      -30.000000        4.316467
      175.000000      -35.000000        4.009253
      175.000000      -40.000000        3.766864
      175.000000      -45.000000        3.779104
      175.000000      -50.000000        3.969783
      175.000000      -55.000000        4.276177
      175.000000      -60.000000        4.636212
      175.000000      -65.000000        4.661891
      175.000000      -70.000000        4.699189
      175.000000      -75.000000        5.053926
      175.000000      -80.000000        5.094964
      175.000000      -85.000000        5.055451
      175.000000      -90.000000        5.020269
      180.000000       90.000000        2.020500
      180.000000       85.000000        2.109316
      180.000000       80.000000        1.849939
      180.000000       75.000000        1.230755
      180.000000       70.000000    7.335615E-01
      180.000000       65.000000    6.026148E-01
      180.000000       60.000000    7.938223E-01
      180.000000       55.000000        1.148289
      180.000000       50.000000        1.526775
      180.000000       45.000000        1.820244
      180.000000       40.000000        1.963903
      180.000000       35.000000        2.063710
      180.000000       30.000000        2.076792
      180.000000       25.000000        2.587985
      180.000000       20.000000        2.927038
      180.000000       15.000000        3.076418
      180.000000       10.000000        2.994377
      180.000000        5.000000        2.757915
      180.000000    0.000000E+00        3.034837
      180.000000       -5.000000        3.349010
      180.000000      -10.000000        3.669083
      180.000000      -15.000000        4.126294
      180.000000      -20.000000        4.575545
      180.000000      -25.000000        4.506719
      180.000000      -30.000000        4.182213
      180.000000      -35.000000        3.887724
      180.000000      -40.000000        3.653168
      180.000000      -45.000000        3.615630
      180.000000      -50.000000        3.778219
      180.000000      -55.000000        4.099038
      180.000000      -60.000000        4.519960
      180.000000      -65.000000        4.722300
      180.000000      -70.000000        4.651161
      180.000000      -75.000000        5.049964
      180.000000      -80.000000        5.099044
      180.000000      -85.000000        5.054398
      180.000000      -90.000000        5.020269
      185.000000       90.000000        2.020500
      185.000000       85.000000        2.093071
      185.000000       80.000000        1.924671
      185.000000       75.000000        1.247434
      185.000000       70.000000    7.345327E-01
      185.000000       65.000000    5.747450E-01
      185.000000       60.000000    7.498065E-01
      185.000000       55.000000        1.093168
      185.000000       50.000000        1.467761
      185.000000       45.000000        1.771085
      185.000000       40.000000        1.935866
      185.000000       35.000000        2.035842
      185.000000       30.000000        2.056560
      185.000000       25.000000        2.423899
      185.000000       20.000000        2.795727
      185.000000       15.000000        2.986095
      185.000000       10.000000        2.946508
      185.000000        5.000000        2.731752
      185.000000    0.000000E+00        2.871895
      185.000000       -5.000000        3.196392
      185.000000      -10.000000        3.489136
      185.000000      -15.000000        3.880452
      185.000000      -20.000000        4.293449
      185.000000      -25.000000        4.343125
      185.000000      -30.000000        4.047729
      185.000000      -35.000000        3.747560
      185.000000      -40.000000        3.511332
      185.000000      -45.000000        3.419481
      185.000000      -50.000000        3.573433
      185.000000      -55.000000        3.899308
      185.000000      -60.000000        4.405191
      185.000000      -65.000000        4.754835
      185.000000      -70.000000        4.621167
      185.000000      -75.000000        4.993186
      185.000000      -80.000000        5.100690
      185.000000      -85.000000        5.052941
      185.000000      -90.000000        5.020269
      190.000000       90.000000        2.020500
      190.000000       85.000000        2.076496
      190.000000       80.000000        2.005426
      190.000000       75.000000        1.302350
      190.000000       70.000000    7.669213E-01
      190.000000       65.000000    5.816565E-01
      190.000000       60.000000    7.134801E-01
      190.000000       55.000000        1.030572
      190.000000       50.000000        1.403019
      190.000000       45.000000        1.722444
      190.000000       40.000000        1.912709
      190.000000       35.000000        2.015101
      190.000000       30.000000        2.046619
      190.000000       25.000000        2.282476
      190.000000       20.000000        2.667588
      190.000000       15.000000        2.893329
      190.000000       10.000000        2.902230
      190.000000        5.000000        2.704392
      190.000000    0.000000E+00        2.708633
      190.000000       -5.000000        3.039258
      190.000000      -10.000000        3.311325
      190.000000      -15.000000        3.659261
      190.000000      -20.000000        4.062113
      190.000000      -25.000000        4.179053
      190.000000      -30.000000        3.914827
      190.000000      -35.000000        3.608699
      190.000000      -40.000000        3.372927
      190.000000      -45.000000        3.222355
      190.000000      -50.000000        3.366317
      190.000000      -55.000000        3.692776
      190.000000      -60.000000        4.302761
      190.000000      -65.000000        4.703335
      190.000000      -70.000000        4.648706
      190.000000      -75.000000        4.937675
      190.000000      -80.000000        5.101206
      190.000000      -85.000000        5.051084
      190.000000      -90.000000        5.020269
      195.000000       90.000000        2.020500
      195.000000       85.000000        2.059737
      195.000000       80.000000        2.093637
      195.000000       75.000000        1.405999
      195.000000       70.000000    8.346082E-01
      195.000000       65.000000    5.916489E-01
      195.000000       60.000000    6.717956E-01
      195.000000       55.000000    9.584927E-01
      195.000000       50.000000        1.330860
      195.000000       45.000000        1.672138
      195.000000       40.000000        1.892970
      195.000000       35.000000        2.001223
      195.000000       30.000000        2.045906
      195.000000       25.000000        2.166925
      195.000000       20.000000        2.546149
      195.000000       15.000000        2.801402
      195.000000       10.000000        2.852515
      195.000000        5.000000        2.652156
      195.000000    0.000000E+00        2.517050
      195.000000       -5.000000        2.851926
      195.000000      -10.000000        3.125269
      195.000000      -15.000000        3.441858
      195.000000      -20.000000        3.841795
      195.000000      -25.000000        4.021567
      195.000000      -30.000000        3.786761
      195.000000      -35.000000        3.472453
      195.000000      -40.000000        3.237440
      195.000000      -45.000000        3.032467
      195.000000      -50.000000        3.165876
      195.000000      -55.000000        3.510447
      195.000000      -60.000000        4.166539
      195.000000      -65.000000        4.600892
      195.000000      -70.000000        4.659956
      195.000000      -75.000000        4.884408
      195.000000      -80.000000        5.099802
      195.000000      -85.000000        5.048938
      195.000000      -90.000000        5.020269
      200.000000       90.000000        2.020500
      200.000000       85.000000        2.042855
      200.000000       80.000000        2.187614
      200.000000       75.000000        1.534287
      200.000000       70.000000    9.081514E-01
      200.000000       65.000000    6.005808E-01
      200.000000       60.000000    6.225865E-01
      200.000000       55.000000    8.770488E-01
      200.000000       50.000000        1.249391
      200.000000       45.000000        1.617582
      200.000000       40.000000        1.874400
      200.000000       35.000000        1.993034
      200.000000       30.000000        2.052053
      200.000000       25.000000        2.077607
      200.000000       20.000000        2.433715
      200.000000       15.000000        2.716333
      200.000000       10.000000        2.781342
      200.000000        5.000000        2.572622
      200.000000    0.000000E+00        2.303217
      200.000000       -5.000000        2.627700
      200.000000      -10.000000        2.925885
      200.000000      -15.000000        3.241398
      200.000000      -20.000000        3.625142
      200.000000      -25.000000        3.830622
      200.000000      -30.000000        3.652445
      200.000000      -35.000000        3.354252
      200.000000      -40.000000        3.113299
      200.000000      -45.000000        2.908652
      200.000000      -50.000000        2.989952
      200.000000      -55.000000        3.346889
      200.000000      -60.000000        4.022892
      200.000000      -65.000000        4.537459
      200.000000      -70.000000        4.673666
      200.000000      -75.000000        4.838064
      200.000000      -80.000000        5.090761
      200.000000      -85.000000        5.046606
      200.000000      -90.000000        5.020269
      205.000000       90.000000        2.020500
      205.000000       85.000000        2.025909
      205.000000       80.000000        2.185467
      205.000000       75.000000        1.647665
      205.000000       70.000000        1.005600
      205.000000       65.000000    6.052079E-01
      205.000000       60.000000    5.658786E-01
      205.000000       55.000000    7.868334E-01
      205.000000       50.000000        1.157002
      205.000000       45.000000        1.555927
      205.000000       40.000000        1.853496
      205.000000       35.000000        1.986315
      205.000000       30.000000        2.057230
      205.000000       25.000000        2.042572
      205.000000       20.000000        2.328894
      205.000000       15.000000        2.621751
      205.000000       10.000000        2.677052
      205.000000        5.000000        2.469742
      205.000000    0.000000E+00        2.193455
      205.000000       -5.000000        2.379377
      205.000000      -10.000000        2.707527
      205.000000      -15.000000        3.053316
      205.000000      -20.000000        3.408022
      205.000000      -25.000000        3.620735
      205.000000      -30.000000        3.518816
      205.000000      -35.000000        3.245182
      205.000000      -40.000000        2.992726
      205.000000      -45.000000        2.787983
      205.000000      -50.000000        2.816684
      205.000000      -55.000000        3.179851
      205.000000      -60.000000        3.882589
      205.000000      -65.000000        4.518002
      205.000000      -70.000000        4.682439
      205.000000      -75.000000        4.799389
      205.000000      -80.000000        5.051807
      205.000000      -85.000000        5.044058
      205.000000      -90.000000        5.020269
      210.000000       90.000000        2.020500
      210.000000       85.000000        2.011619
      210.000000       80.000000        2.153597
      210.000000       75.000000        1.742139
      210.000000       70.000000        1.116978
      210.000000       65.000000    6.093782E-01
      210.000000       60.000000    5.087294E-01
      210.000000       55.000000    6.999478E-01
      210.000000       50.000000        1.056147
      210.000000       45.000000        1.463798
      210.000000       40.000000        1.791169
      210.000000       35.000000        1.966841
      210.000000       30.000000        2.051989
      210.000000       25.000000        2.055465
      210.000000       20.000000        2.244459
      210.000000       15.000000        2.522192
      210.000000       10.000000        2.591592
      210.000000        5.000000        2.377902
      210.000000    0.000000E+00        2.082385
      210.000000       -5.000000        2.135736
      210.000000      -10.000000        2.469360
      210.000000      -15.000000        2.854164
      210.000000      -20.000000        3.210427
      210.000000      -25.000000        3.432837
      210.000000      -30.000000        3.391646
      210.000000      -35.000000        3.141968
      210.000000      -40.000000        2.879845
      210.000000      -45.000000        2.672980
      210.000000      -50.000000        2.641511
      210.000000      -55.000000        3.001470
      210.000000      -60.000000        3.767738
      210.000000      -65.000000        4.533996
      210.000000      -70.000000        4.687000
      210.000000      -75.000000        4.784991
      210.000000      -80.000000        5.018284
      210.000000      -85.000000        5.041322
      210.000000      -90.000000        5.020269
      215.000000       90.000000        2.020500
      215.000000       85.000000        2.000096
      215.000000       80.000000        2.121384
      215.000000       75.000000        1.884988
      215.000000       70.000000        1.237773
      215.000000       65.000000    6.832712E-01
      215.000000       60.000000    5.174809E-01
      215.000000       55.000000    6.349775E-01
      215.000000       50.000000    9.494327E-01
      215.000000       45.000000        1.354653
      215.000000       40.000000        1.717007
      215.000000       35.000000        1.940873
      215.000000       30.000000        2.047039
      215.000000       25.000000        2.069207
      215.000000       20.000000        2.182439
      215.000000       15.000000        2.432070
      215.000000       10.000000        2.527085
      215.000000        5.000000        2.300556
      215.000000    0.000000E+00        1.961371
      215.000000       -5.000000        1.893983
      215.000000      -10.000000        2.210458
      215.000000      -15.000000        2.641110
      215.000000      -20.000000        3.030804
      215.000000      -25.000000        3.268296
      215.000000      -30.000000        3.274412
      215.000000      -35.000000        3.045183
      215.000000      -40.000000        2.773295
      215.000000      -45.000000        2.560434
      215.000000      -50.000000        2.462406
      215.000000      -55.000000        2.815534
      215.000000      -60.000000        3.703616
      215.000000      -65.000000        4.579765
      215.000000      -70.000000        4.703804
      215.000000      -75.000000        4.799581
      215.000000      -80.000000        4.990916
      215.000000      -85.000000        5.038421
      215.000000      -90.000000        5.020269
      220.000000       90.000000        2.020500
      220.000000       85.000000        1.986212
      220.000000       80.000000        2.088573
      220.000000       75.000000        2.032530
      220.000000       70.000000        1.385420
      220.000000       65.000000    8.246357E-01
      220.000000       60.000000    5.298890E-01
      220.000000       55.000000    5.747881E-01
      220.000000       50.000000    8.406667E-01
      220.000000       45.000000        1.232957
      220.000000       40.000000        1.630270
      220.000000       35.000000        1.906562
      220.000000       30.000000        2.040301
      220.000000       25.000000        2.081961
      220.000000       20.000000        2.135680
      220.000000       15.000000        2.349186
      220.000000       10.000000        2.483558
      220.000000        5.000000        2.236287
      220.000000    0.000000E+00        1.825993
      220.000000       -5.000000        1.649355
      220.000000      -10.000000        1.933766
      220.000000      -15.000000        2.414093
      220.000000      -20.000000        2.866457
      220.000000      -25.000000        3.124706
      220.000000      -30.000000        3.164775
      220.000000      -35.000000        2.953888
      220.000000      -40.000000        2.675929
      220.000000      -45.000000        2.454870
      220.000000      -50.000000        2.275646
      220.000000      -55.000000        2.673157
      220.000000      -60.000000        3.693094
      220.000000      -65.000000        4.584042
      220.000000      -70.000000        4.745520
      220.000000      -75.000000        4.813998
      220.000000      -80.000000        4.970734
      220.000000      -85.000000        5.035556
      220.000000      -90.000000        5.020269
      225.000000       90.000000        2.020500
