lat	lon	on2	fdoy
8.924486	77.24731	0.45898136	30.149563
9.104115	77.28419	0.5043467	30.149597
9.2837305	77.32154	0.48312464	30.149632
9.463014	77.35906	0.4457496	30.149666
9.642365	77.39646	0.499369	30.149702
9.821803	77.43346	0.45652744	30.149736
10.000948	77.471214	0.4470279	30.14977
10.180364	77.50856	0.5170022	30.149805
10.359741	77.54603	0.48704162	30.14984
10.5394	77.58358	0.46352187	30.149876
10.7184105	77.6202	0.52328515	30.14991
10.8978815	77.65832	0.48540828	30.149944
11.077445	77.69633	0.50449634	30.149979
11.256619	77.73381	0.49776843	30.150013
11.43626	77.77134	0.52328587	30.15005
11.615603	77.80853	0.44151834	30.150084
11.795209	77.84628	0.5219127	30.150118
11.974405	77.883705	0.58073044	30.150152
12.153922	77.92196	0.52029395	30.150187
12.333006	77.959206	0.51286256	30.150223
12.512797	77.996895	0.5607637	30.150257
12.692095	78.03479	0.55524397	30.150291
12.871648	78.07287	0.5207708	30.150326
13.050809	78.10986	0.5553218	30.15036
13.230209	78.14717	0.4668115	30.150396
13.409999	78.18485	0.519786	30.15043
13.589208	78.22221	0.50533664	30.150465
13.768266	78.26039	0.5350044	30.1505
13.947743	78.29794	0.51163757	30.150534
14.127672	78.336174	0.46996668	30.15057
14.307851	78.373436	0.5400523	30.150604
14.486326	78.41084	0.5232444	30.150639
14.666256	78.44919	0.49910793	30.150673
14.8454895	78.48727	0.52890766	30.150707
15.024629	78.52466	0.5731101	30.150743
15.204368	78.56322	0.5133774	30.150778
15.384178	78.60094	0.58610594	30.150812
15.562936	78.63928	0.52147317	30.150846
15.742314	78.67694	0.5856433	30.15088
15.921862	78.71531	0.51043797	30.150917
16.097185	78.7518	0.53526354	30.150951
16.281038	78.79171	0.55751693	30.150986
16.459953	78.83	0.4848638	30.15102
16.63986	78.86774	0.5281656	30.151056
16.819744	78.9059	0.47609732	30.15109
16.998943	78.94374	0.54031813	30.151125
17.17854	78.98264	0.4904134	30.15116
17.35721	79.02108	0.47960684	30.151194
17.537273	79.059296	0.50314605	30.15123
17.716763	79.09802	0.48347178	30.151264
17.896158	79.136375	0.557915	30.151299
18.075354	79.17491	0.52007616	30.151333
18.254984	79.213356	0.46317527	30.151367
18.434214	79.25309	0.51105464	30.151403
18.61374	79.29176	0.53088725	30.151438
18.792837	79.330696	0.47170004	30.151472
18.972595	79.36816	0.52350307	30.151506
19.15223	79.40845	0.5147443	30.15154
19.332014	79.44666	0.48147383	30.151577
19.510426	79.48551	0.526235	30.151611
19.69025	79.526054	0.5513729	30.151646
19.869776	79.563446	0.4978191	30.15168
20.048853	79.603355	0.4766234	30.151714
20.228212	79.64209	0.5185586	30.15175
20.40774	79.68198	0.4557099	30.151785
20.587229	79.72073	0.53433955	30.15182
20.767061	79.760284	0.51819026	30.151854
20.946062	79.80032	0.48623076	30.151888
21.124296	79.84065	0.5177072	30.151924
21.303467	79.88049	0.5094805	30.151958
21.48335	79.919586	0.53486514	30.151993
21.662514	79.95968	0.5338781	30.152027
21.841665	79.999886	0.5395169	30.152061
22.02146	80.039154	0.53974855	30.152098
22.200298	80.08059	0.5097841	30.152132
22.379894	80.1196	0.4799917	30.152166
22.55876	80.16006	0.5662898	30.1522
22.738102	80.20041	0.53839123	30.152235
22.91758	80.24133	0.5543091	30.152271
23.09687	80.281	0.47415897	30.152306
23.276573	80.32106	0.50340176	30.15234
23.455101	80.362144	0.57068026	30.152374
23.635386	80.40244	0.5322964	30.152409
23.813337	80.44522	0.5374923	30.152445
23.992933	80.48486	0.5518125	30.15248
24.171885	80.52704	0.57941663	30.152514
24.351612	80.567764	0.52271676	30.152548
24.530348	80.60865	0.61503506	30.152582
24.710243	80.65025	0.5749873	30.152618
24.889338	80.69236	0.53683126	30.152653
25.06777	80.7335	0.5341997	30.152687
25.247128	80.77498	0.60111296	30.152721
25.426464	80.8169	0.54591894	30.152756
25.605555	80.85866	0.48423007	30.152792
25.784723	80.90042	0.58105624	30.152826
25.963793	80.94216	0.48804763	30.15286
26.142954	80.98511	0.5665326	30.152895
26.32149	81.02674	0.5146991	30.15293
26.501112	81.06891	0.55264616	30.152966
26.679953	81.1112	0.511451	30.153
26.859137	81.15444	0.48173872	30.153034
27.038149	81.19742	0.5532962	30.153069
27.217247	81.24	0.49777654	30.153105
27.396008	81.28324	0.50757813	30.15314
27.574636	81.32689	0.52910924	30.153173
27.75398	81.36926	0.5227871	30.153208
27.932974	81.41303	0.5628996	30.153242
28.11185	81.45659	0.56126046	30.153278
28.290962	81.500015	0.53920996	30.153313
28.470058	81.544174	0.59480596	30.153347
28.64892	81.58711	0.5222329	30.153381
28.827797	81.63262	0.60826635	30.153416
29.006462	81.67636	0.5301572	30.153452
29.185627	81.72022	0.576193	30.153486
29.364157	81.76513	0.5371367	30.15352
29.543211	81.809685	0.54712355	30.153555
29.722088	81.85394	0.56983197	30.15359
29.900568	81.89926	0.53103185	30.153625
30.079975	81.94427	0.5530151	30.15366
30.258364	81.989876	0.5072055	30.153694
30.436872	82.03464	0.6364602	30.153728
30.615747	82.080475	0.6089647	30.153763
30.794422	82.1262	0.52451	30.1538
30.973024	82.17155	0.5441536	30.153833
31.151672	82.21764	0.65143573	30.153868
31.330376	82.26349	0.5395229	30.153902
31.50897	82.30964	0.53042614	30.153936
31.687487	82.3564	0.5548167	30.153973
31.86662	82.40299	0.53044367	30.154007
32.044903	82.45062	0.56270254	30.154041
32.223667	82.49727	0.5576906	30.154076
32.40203	82.544334	0.5233078	30.15411
32.58066	82.59105	0.59650123	30.154146
32.759144	82.638405	0.565045	30.15418
32.937683	82.68653	0.52689266	30.154215
33.11606	82.73436	0.68198395	30.15425
33.29438	82.782234	0.5500957	30.154284
33.472897	82.83036	0.5477766	30.15432
33.65126	82.879234	0.62850475	30.154354
33.829388	82.9274	0.58364475	30.154388
34.007767	82.97658	0.57560647	30.154423
34.186092	83.02402	0.54772675	30.154457
34.36476	83.07378	0.5773783	30.154493
34.542713	83.123695	0.59424233	30.154528
34.721134	83.17343	0.5901004	30.154562
34.899292	83.223526	0.5418514	30.154596
35.07702	83.27366	0.5737469	30.154633
35.2561	83.32334	0.6654929	30.154667
35.43364	83.3747	0.55893075	30.154701
35.611797	83.42494	0.6191046	30.154736
35.790432	83.475075	0.55712306	30.15477
35.96814	83.52751	0.5563251	30.154806
36.146095	83.57951	0.6172036	30.15484
36.323647	83.63069	0.5468838	30.154875
36.50246	83.68153	0.5715388	30.15491
36.679817	83.73362	0.5524974	30.154943
36.858204	83.78656	0.6304816	30.15498
37.03606	83.83889	0.61201036	30.155014
37.21412	83.89168	0.575935	30.155048
37.39221	83.944565	0.5446675	30.155083
37.56975	83.99833	0.54958797	30.155117
37.747395	84.05173	0.47799918	30.155153
37.925545	84.104904	0.58314955	30.155188
38.103058	84.15913	0.5998299	30.155222
38.280376	84.21406	0.509848	30.155256
38.45374	84.26689	0.6365675	30.15529
38.63601	84.322556	0.5390309	30.155327
38.81363	84.378235	0.59743106	30.155361
38.991714	84.432945	0.5615021	30.155396
39.168884	84.48863	0.5894618	30.15543
39.3465	84.545906	0.53980863	30.155464
39.523827	84.60188	0.52408993	30.1555
39.70175	84.657906	0.5891477	30.155535
39.87916	84.714874	0.55942225	30.15557
40.05653	84.77271	0.6028228	30.155603
40.23429	84.828766	0.6558114	30.155638
40.411186	84.88641	0.622342	30.155674
40.588497	84.94436	0.5676333	30.155708
40.765617	85.0041	0.56880295	30.155743
40.942898	85.06108	0.6128292	30.155777
41.11988	85.120636	0.5712818	30.155811
41.297104	85.17986	0.54285705	30.155848
41.4745	85.23922	0.56711423	30.155882
41.6513	85.29898	0.6128553	30.155916
41.82846	85.36058	0.64258826	30.15595
42.005543	85.4201	0.63500285	30.155985
42.182312	85.48115	0.606192	30.156021
42.359104	85.5425	0.597744	30.156055
42.536095	85.60414	0.6207324	30.15609
42.713017	85.66688	0.63960075	30.156124
42.889713	85.72867	0.63996255	30.15616
43.066868	85.79118	0.5707896	30.156195
43.2432	85.854546	0.60435545	30.156229
43.42024	85.917534	0.60582936	30.156263
43.5965	85.982086	0.5921054	30.156298
43.773346	86.04561	0.63411355	30.156334
43.949646	86.11112	0.60091186	30.156368
44.12627	86.17516	0.62248945	30.156403
44.30271	86.24079	0.59940135	30.156437
44.479256	86.306625	0.5860002	30.156471
44.65573	86.372894	0.66761816	30.156507
44.83233	86.43938	0.57863224	30.156542
45.00835	86.506615	0.5773536	30.156576
45.18423	86.574234	0.6832924	30.15661
45.360325	86.64133	0.6979945	30.156645
45.536625	86.709595	0.7142632	30.156681
45.713116	86.778336	0.6330823	30.156715
45.888336	86.848305	0.64850295	30.15675
46.06476	86.91707	0.6175854	30.156784
46.240185	86.98795	0.6483289	30.156818
46.41697	87.058105	0.62684405	30.156855
46.592484	87.12974	0.6676016	30.156889
46.768406	87.200714	0.5965128	30.156923
46.94355	87.273636	0.63335896	30.156958
47.119568	87.345795	0.68710876	30.156992
47.29513	87.41899	0.66156757	30.157028
47.470787	87.490585	0.65980506	30.157063
47.646072	87.56528	0.7397679	30.157097
47.821705	87.640305	0.68462634	30.157131
47.997753	87.71536	0.78702855	30.157166
48.17253	87.79079	0.79726124	30.157202
48.347828	87.86692	0.69479156	30.157236
48.52281	87.94313	0.5989567	30.15727
48.69811	88.02034	0.69145465	30.157305
48.87279	88.097404	0.7966821	30.15734
49.048386	88.17696	0.67888474	30.157375
49.223095	88.25422	0.6715951	30.15741
49.398136	88.33476	0.65024173	30.157444
49.572285	88.41356	0.68489575	30.157478
49.747917	88.494415	0.7822468	30.157513
49.922024	88.57685	0.72862446	30.157549
50.09711	88.657745	0.6736015	30.157583
50.27152	88.73939	0.7051147	30.157618
50.446075	88.82365	0.75778735	30.157652
50.620564	88.90638	0.7240094	30.157688
50.794827	88.99131	0.6989502	30.157722
50.969204	89.074776	0.68617606	30.157757
51.143402	89.16159	0.7148311	30.157791
51.31773	89.24723	0.66439784	30.157825
51.49157	89.33479	0.7178725	30.157862
51.665947	89.42301	0.77328753	30.157896
51.839417	89.5107	0.76829267	30.15793
52.013523	89.59943	0.7179209	30.157965
52.1874	89.68987	0.6956918	30.157999
52.356102	89.77925	0.68679404	30.158035
52.534683	89.871925	0.72379947	30.15807
52.708473	89.96343	0.6565479	30.158104
52.88173	90.0544	0.7260227	30.158138
53.055164	90.14861	0.775077	30.158173
53.22851	90.243706	0.69691837	30.158209
53.4018	90.33827	0.7496542	30.158243
53.574566	90.43379	0.7197963	30.158278
53.747013	90.531334	0.6700305	30.158312
53.920376	90.62854	0.6639004	30.158346
54.093575	90.72692	0.7891401	30.158382
54.266388	90.826385	0.7604064	30.158417
54.43878	90.92482	0.6086198	30.158451
54.611416	91.02572	0.6473514	30.158485
54.784027	91.127396	0.7502252	30.15852
54.956158	91.231224	0.67378044	30.158556
55.128117	91.33498	0.6771604	30.15859
55.300755	91.43878	0.70577455	30.158625
55.47258	91.54409	0.5757983	30.158659
55.644123	91.651245	0.6805333	30.158693
55.816395	91.75815	0.6078253	30.15873
55.98826	91.86551	0.6856936	30.158764
56.159985	91.97641	0.66327083	30.158798
56.331528	92.085785	0.7342957	30.158833
56.502964	92.19786	0.6169417	30.158867
56.674065	92.30959	0.58076835	30.158903
56.84072	92.42066	0.5985143	30.158937
57.01616	92.537865	0.615767	30.158972
57.187122	92.65367	0.7529409	30.159006
57.358364	92.7703	0.53931415	30.15904
57.529	92.88809	0.5787586	30.159077
57.699768	93.006676	0.56629705	30.159111
57.870262	93.12668	0.66768587	30.159145
58.04055	93.24751	0.6798061	30.15918
58.21094	93.36972	0.67982006	30.159214
58.38053	93.494484	0.5756669	30.15925
58.550476	93.61854	0.5853499	30.159285
58.72055	93.74411	0.72366655	30.159319
58.890068	93.87246	0.5684519	30.159353
59.05928	94.00238	0.6178638	30.15939
59.229504	94.131485	0.6262969	30.159424
59.398323	94.26265	0.7320231	30.159458
59.56727	94.397095	0.5797998	30.159492
59.73634	94.52973	0.61250925	30.159527
59.905285	94.66513	0.53076184	30.159563
60.073666	94.80195	0.56892633	30.159597
60.24245	94.94062	0.6421529	30.159632
60.410297	95.081	0.79230297	30.159666
60.57913	95.22054	0.5904052	30.1597
60.74726	95.3642	0.6663135	30.159737
60.914574	95.5092	0.52574635	30.159771
61.081993	95.656235	0.45831135	30.159805
61.250206	95.8017	0.6380348	30.15984
61.417294	95.951744	0.56548977	30.159874
61.58473	96.101524	0.6685544	30.15991
61.75153	96.25407	0.62626433	30.159945
61.918335	96.408646	0.5699283	30.159979
62.084938	96.56536	0.6276163	30.160013
62.250546	96.72237	0.59514594	30.160048
62.416912	96.88151	0.55621207	30.160084
62.582855	97.04274	0.59076214	30.160118
62.748146	97.20672	0.5264361	30.160152
62.914288	97.370834	0.53274703	30.160187
63.079166	97.53891	0.56104386	30.160221
63.245373	97.70665	0.7053479	30.160257
63.409824	97.87793	0.70369625	30.160292
63.574623	98.05101	0.6402476	30.160326
63.73918	98.226	0.64968216	30.16036
63.90297	98.402916	0.6567719	30.160395
64.06822	98.58049	0.60195565	30.16043
64.23148	98.763435	0.5198617	30.160465
64.39502	98.94664	0.5273992	30.1605
64.5583	99.13234	0.73418033	30.160534
64.72099	99.32155	0.60642743	30.160568
64.88408	99.51134	0.640816	30.160604
65.046425	99.7036	0.49212137	30.160639
65.20879	99.89959	0.81879437	30.160673
-68.34686	348.49878	0.16566849	30.199804
-68.29397	348.96127	0.21293601	30.199839
-68.240265	349.42194	0.16213411	30.199875
-68.1844	349.8802	0.23272827	30.19991
-68.127426	350.33664	0.22864524	30.199944
-68.06916	350.78995	0.2069991	30.199978
-68.00909	351.2394	0.20609298	30.200012
-67.94833	351.68887	0.2073693	30.200048
-67.8859	352.1354	0.113758	30.200083
-67.82176	352.57788	0.18499532	30.200117
-67.75788	353.01627	0.15031463	30.200151
-67.69075	353.45468	0.16311997	30.200186
-67.62346	353.89056	0.22748151	30.200222
-67.55478	354.3236	0.2741244	30.200256
-67.48467	354.75424	0.2294372	30.20029
-67.413475	355.18112	0.23637787	30.200325
-67.34109	355.60742	0.19266614	30.20036
-67.26675	356.0287	0.14629886	30.200396
-67.19254	356.45026	0.16778389	30.20043
-67.11528	356.86566	0.2076976	30.200464
-67.038536	357.27936	0.16456118	30.200499
-66.95951	357.69147	0.18060657	30.200533
-66.87994	358.0996	0.26626334	30.20057
-66.79866	358.5047	0.21069697	30.200603
-66.71721	358.909	0.16921046	30.200638
-66.63354	359.30914	0.23864433	30.200672
-66.54916	359.70657	0.24010417	30.200706
-66.46433	0.100125074	0.24978456	30.200743
-66.37728	0.49146646	0.26274177	30.200777
-66.29032	0.8802738	0.17196509	30.200811
-66.20087	1.2657529	0.26898882	30.200846
-66.11136	1.6508766	0.2629501	30.20088
-66.02089	2.0289433	0.2154468	30.200916
-65.92971	2.4072797	0.19900283	30.20095
-65.83564	2.7820477	0.27272	30.200985
-65.74204	3.1533282	0.24156663	30.20102
-65.6471	3.5226676	0.2633225	30.201054
-65.55185	3.8884296	0.18288526	30.20109
-65.45495	4.2521043	0.2296972	30.201124
-65.357704	4.612221	0.2408075	30.201159
-65.2584	4.969361	0.20730492	30.201193
-65.15898	5.324867	0.23935214	30.20123
-65.05811	5.6758127	0.18453696	30.201263
-64.95613	6.0243597	0.24994037	30.201298
-64.85452	6.370753	0.29214934	30.201332
-64.750534	6.7142453	0.24462345	30.201366
-64.64655	7.056584	0.28097466	30.201403
-64.54194	7.393936	0.31665227	30.201437
-64.43534	7.7274733	0.2830296	30.201471
-64.328575	8.060199	0.2611259	30.201506
-64.22145	8.389966	0.25381795	30.20154
-64.11295	8.716697	0.23370937	30.201576
-64.00352	9.041053	0.2660884	30.20161
-63.893467	9.363254	0.2792081	30.201645
-63.782734	9.681825	0.24080041	30.20168
-63.670975	9.998161	0.27496085	30.201714
-63.558403	10.312763	0.26062575	30.20175
-63.444332	10.621832	0.28513	30.201784
-63.331104	10.9308195	0.27933016	30.201818
-63.2159	11.236921	0.31481585	30.201853
-63.10116	11.540026	0.2518268	30.201887
-62.983932	11.84071	0.28652498	30.201923
-62.867016	12.138	0.22026059	30.201958
-62.74944	12.434732	0.2751675	30.201992
-62.631027	12.725603	0.2505252	30.202026
-62.511723	13.018404	0.22895172	30.20206
-62.392403	13.305538	0.2742192	30.202097
-62.271683	13.5926075	0.2632843	30.202131
-62.15111	13.87525	0.3246437	30.202166
-62.029404	14.155255	0.21953437	30.2022
-61.906567	14.4331255	0.2726126	30.202234
-61.783657	14.710516	0.32351264	30.20227
-61.659473	14.98265	0.22231469	30.202305
-61.535637	15.25461	0.25357202	30.20234
-61.410854	15.523337	0.29767928	30.202374
-61.284954	15.789701	0.27605906	30.202408
-61.158188	16.053953	0.32173505	30.202444
-61.031643	16.316471	0.27790758	30.202478
-60.904015	16.574986	0.2964351	30.202513
-60.77602	16.834757	0.2635605	30.202547
-60.647247	17.08941	0.25674036	30.202581
-60.5185	17.341867	0.27616003	30.202618
-60.388374	17.593086	0.2739137	30.202652
-60.25851	17.841713	0.29336783	30.202686
-60.128056	18.088354	0.28171363	30.20272
-59.996025	18.331991	0.2968864	30.202755
-59.864685	18.576117	0.36685356	30.202791
-59.7319	18.81507	0.31858876	30.202826
-59.598824	19.054277	0.31213656	30.20286
-59.465546	19.29045	0.28337047	30.202894
-59.33121	19.523262	0.22954342	30.20293
-59.197212	19.757156	0.2991033	30.202965
-59.062744	19.987825	0.30557033	30.203
-58.926296	20.215477	0.3531278	30.203033
-58.791348	20.441645	0.3217633	30.203068
-58.654602	20.666819	0.34893164	30.203104
-58.517994	20.888618	0.28874484	30.203138
-58.380665	21.109041	0.333999	30.203173
-58.24329	21.32937	0.31596562	30.203207
-58.10396	21.544382	0.33596095	30.203241
-57.96556	21.759924	0.35621265	30.203278
-57.82692	21.973324	0.27559218	30.203312
-57.68721	22.185486	0.26468435	30.203346
-57.547104	22.39383	0.28868875	30.20338
-57.407043	22.602987	0.30250916	30.203415
-57.26605	22.808746	0.2791597	30.203451
-57.12449	23.012384	0.24730137	30.203485
-56.983204	23.216476	0.36783025	30.20352
-56.841476	23.416578	0.34085646	30.203554
-56.698982	23.617037	0.28499857	30.203588
-56.555614	23.814137	0.3582315	30.203625
-56.413258	24.01079	0.36664882	30.20366
-56.269012	24.204176	0.33691373	30.203693
-56.125393	24.39729	0.26207277	30.203728
-55.980717	24.58827	0.33703992	30.203762
-55.836426	24.77786	0.3279188	30.203798
-55.691452	24.965609	0.31409594	30.203833
-55.546356	25.153645	0.35846874	30.203867
-55.400314	25.33829	0.2980505	30.203901
-55.254505	25.521162	0.3270789	30.203936
-55.107555	25.703487	0.3786833	30.203972
-54.96077	25.884876	0.35136744	30.204006
-54.813206	26.062824	0.2508863	30.20404
-54.665936	26.240883	0.3408387	30.204075
-54.522312	26.412724	0.38868693	30.20411
-54.370502	26.591858	0.32691553	30.204145
-54.22166	26.765133	0.3524206	30.20418
-54.073338	26.937916	0.33745936	30.204214
-53.92375	27.108515	0.35110041	30.204248
-53.774483	27.276983	0.30718145	30.204283
-53.62419	27.444666	0.26521555	30.204319
-53.475426	27.611704	0.27901146	30.204353
-53.324818	27.77749	0.42827818	30.204388
-53.1736	27.94048	0.35551956	30.204422
-53.023212	28.103685	0.3218055	30.204458
-52.87279	28.265585	0.3529713	30.204493
-52.720123	28.424793	0.318772	30.204527
-52.568016	28.583141	0.3521755	30.204561
-52.416676	28.741222	0.35129812	30.204596
-52.263767	28.897297	0.34185502	30.204632
-52.111744	29.05253	0.34853545	30.204666
-51.95937	29.207407	0.28532484	30.2047
-51.805923	29.359453	0.37965474	30.204735
-51.65333	29.51139	0.35029468	30.20477
-51.499016	29.661533	0.3590065	30.204805
-51.34511	29.811148	0.36832508	30.20484
-51.190643	29.958656	0.3784381	30.204874
-51.036495	30.105528	0.38087234	30.204908
-50.881588	30.250889	0.31987444	30.204943
-50.726963	30.395815	0.39292082	30.204979
-50.57172	30.539875	0.30607483	30.205013
-50.4171	30.682856	0.35239503	30.205048
-50.26077	30.824099	0.33189383	30.205082
-50.104515	30.964067	0.34548596	30.205116
-49.948338	31.103277	0.38813874	30.205153
-49.79279	31.24296	0.36892018	30.205187
-49.635902	31.379793	0.34560737	30.205221
-49.483887	31.513243	0.3442299	30.205256
-49.322468	31.6513	0.38561544	30.20529
-49.164917	31.78575	0.41171107	30.205326
-49.008316	31.919838	0.3777643	30.20536
-48.85033	32.050632	0.36670247	30.205395
-48.691975	32.182583	0.396665	30.20543
-48.53341	32.313118	0.3678123	30.205463
-48.376244	32.442055	0.37652293	30.2055
-48.217457	32.570793	0.40652367	30.205534
-48.058857	32.698452	0.41020635	30.205568
-47.900455	32.82551	0.36514553	30.205603
-47.74075	32.95104	0.41390422	30.205637
-47.58176	33.076572	0.35678068	30.205673
-47.422447	33.200752	0.38447896	30.205708
-47.26201	33.322567	0.40785858	30.205742
-47.102566	33.444504	0.48308697	30.205776
-46.942852	33.566998	0.3565376	30.20581
-46.782204	33.687252	0.4136524	30.205847
-46.622448	33.807556	0.39190075	30.205881
-46.461594	33.92593	0.3898528	30.205915
-46.30036	34.04369	0.41324535	30.20595
-46.140034	34.160667	0.43784323	30.205986
-45.979057	34.278168	0.4483331	30.20602
-45.81758	34.392952	0.39446864	30.206055
-45.65647	34.508484	0.3699995	30.206089
-45.49482	34.622276	0.39790478	30.206123
-45.332317	34.734657	0.41715536	30.20616
-45.170826	34.84774	0.3926415	30.206194
-45.008648	34.959106	0.37710837	30.206228
-44.846478	35.07014	0.46177718	30.206263
-44.683674	35.18009	0.3864642	30.206297
-44.52081	35.28972	0.4214283	30.206333
-44.358276	35.398262	0.33531883	30.206367
-44.195385	35.505936	0.41106096	30.206402
-44.032303	35.613655	0.3767734	30.206436
-43.869164	35.720013	0.3681958	30.20647
-43.70578	35.825638	0.4556583	30.206507
-43.542305	35.931267	0.44535854	30.206541
-43.378677	36.036377	0.37949786	30.206575
-43.214504	36.139618	0.39845362	30.20661
-43.050262	36.242588	0.40105477	30.206644
-42.8863	36.344772	0.4278125	30.20668
-42.72226	36.44686	0.43180552	30.206715
-42.557312	36.547558	0.42224905	30.206749
-42.392803	36.648	0.44875404	30.206783
-42.22857	36.747906	0.39110735	30.206818
-42.063793	36.846783	0.4553633	30.206854
-41.898857	36.945633	0.37801263	30.206888
-41.733646	37.043545	0.429911	30.206923
-41.568306	37.140465	0.43995592	30.206957
-41.402702	37.236702	0.4288732	30.206991
-41.237396	37.33278	0.49920216	30.207027
-41.07184	37.428944	0.40096852	30.207062
-40.90575	37.523586	0.4329382	30.207096
-40.74007	37.618004	0.38379392	30.20713
-40.574165	37.711533	0.420486	30.207165
-40.408054	37.805393	0.40674612	30.207201
-40.241665	37.897015	0.40308407	30.207235
-40.07511	37.989265	0.37349084	30.20727
-39.907986	38.080544	0.46744046	30.207304
-39.74178	38.171055	0.47103742	30.207338
-39.57488	38.260803	0.36101183	30.207375
-39.408188	38.351727	0.44403765	30.207409
-39.24101	38.44056	0.40740284	30.207443
-39.073864	38.52873	0.44600812	30.207478
-38.906406	38.617104	0.4148697	30.207512
-38.739147	38.704643	0.38124755	30.207548
-38.571857	38.79234	0.49368867	30.207582
-38.404346	38.878445	0.42593375	30.207617
-38.236683	38.964287	0.41680875	30.207651
-38.068966	39.050873	0.4390076	30.207687
-37.90094	39.1358	0.45742068	30.207722
-37.73299	39.22007	0.41841868	30.207756
-37.564606	39.303413	0.44307825	30.20779
-37.396973	39.38758	0.42638293	30.207825
-37.22819	39.470673	0.4264972	30.20786
-37.05994	39.55411	0.42726913	30.207895
-36.89171	39.634655	0.42502907	30.20793
-36.72303	39.716568	0.43277302	30.207964
-36.554123	39.798496	0.48310181	30.207998
-36.38528	39.878853	0.46074745	30.208035
-36.216427	39.95882	0.43476126	30.208069
-36.047104	40.038242	0.46444008	30.208103
-35.878075	40.118343	0.41218218	30.208138
-35.7089	40.19727	0.447149	30.208172
-35.53995	40.275963	0.4335697	30.208208
-35.369568	40.353363	0.3732318	30.208242
-35.200855	40.4314	0.47233036	30.208277
-35.030094	40.507915	0.44244203	30.208311
-34.86094	40.585094	0.46668532	30.208345
-34.69141	40.66204	0.4316801	30.208382
-34.521355	40.73737	0.41570362	30.208416
-34.351303	40.81326	0.43778643	30.20845
-34.18175	40.888443	0.44439194	30.208485
-34.011497	40.962837	0.41834405	30.208519
-33.840923	41.03719	0.44652924	30.208555
-33.67036	41.111008	0.41032442	30.20859
-33.500034	41.183926	0.41500655	30.208624
-33.329773	41.25726	0.4564875	30.208658
-33.15843	41.33007	0.4319525	30.208693
-32.987865	41.402473	0.4876729	30.208729
-32.82142	41.47301	0.39407822	30.208763
-32.64675	41.54662	0.45480743	30.208797
-32.475967	41.61783	0.4568312	30.208832
-32.30378	41.688118	0.4488105	30.208866
-32.133945	41.759487	0.44644824	30.208902
-31.962381	41.829407	0.43734947	30.208937
-31.791431	41.89916	0.44038543	30.208971
-31.619339	41.967937	0.4157684	30.209005
-31.447779	42.037464	0.45827952	30.20904
-31.276688	42.106686	0.42873058	30.209076
-31.10504	42.17452	0.43592098	30.20911
-30.933395	42.242462	0.44745395	30.209145
-30.761965	42.310505	0.51356065	30.209179
-30.590597	42.378193	0.45531693	30.209213
-30.41785	42.445	0.5371803	30.20925
-30.246334	42.51192	0.48416653	30.209284
-30.074047	42.578114	0.46868148	30.209318
-29.90189	42.64381	0.5232161	30.209352
-29.730068	42.709793	0.41381863	30.209387
-29.557152	42.774933	0.47771832	30.209423
-29.385342	42.840122	0.433575	30.209457
-29.212875	42.90529	0.42870578	30.209492
-29.039694	42.969025	0.4694465	30.209526
-28.867691	43.033466	0.47958592	30.209562
-28.694328	43.09687	0.4712815	30.209597
-28.522263	43.16069	0.38524804	30.209631
-28.349974	43.22452	0.4396027	30.209665
-28.177383	43.287083	0.4289393	30.2097
-28.004438	43.35011	0.45463642	30.209736
-27.831036	43.41289	0.48269543	30.20977
-27.658096	43.4746	0.47328976	30.209805
-27.485277	43.536522	0.49042657	30.209839
-27.312017	43.597614	0.44839427	30.209873
-27.138596	43.659115	0.40997186	30.20991
-26.966404	43.720863	0.43390802	30.209944
-26.79236	43.7812	0.4400781	30.209978
-26.619133	43.8414	0.41977027	30.210012
-26.445862	43.90195	0.45818892	30.210047
-26.272095	43.961063	0.44580582	30.210083
-26.098265	44.02084	0.46119776	30.210117
-25.924717	44.080418	0.4143285	30.210152
-25.751305	44.14036	0.47708294	30.210186
-25.57731	44.198795	0.3900238	30.21022
-25.407358	44.256226	0.37651548	30.210257
-25.229275	44.31488	0.4209527	30.21029
-25.055443	44.372833	0.42436203	30.210325
-24.881775	44.431034	0.45847258	30.21036
-24.707428	44.48854	0.43277225	30.210394
-24.53349	44.54536	0.41085437	30.21043
-24.359575	44.60317	0.42253968	30.210464
-24.185446	44.659325	0.46311828	30.210499
-24.010483	44.716225	0.44165388	30.210533
-23.836044	44.77226	0.45805368	30.210567
-23.662075	44.828613	0.39599076	30.210604
-23.48778	44.885174	0.46592334	30.210638
-23.31289	44.939896	0.47537014	30.210672
-23.137842	44.99506	0.46335015	30.210707
-22.964012	45.05052	0.43332258	30.210741
-22.789358	45.105812	0.47362772	30.210777
-22.614666	45.16097	0.4298928	30.210812
-22.44022	45.214928	0.5084325	30.210846
-22.264748	45.269165	0.44827506	30.21088
-22.089905	45.322586	0.48524705	30.210915
-21.915003	45.37709	0.4169089	30.21095
-21.739622	45.430508	0.51239395	30.210985
-21.565098	45.483967	0.4862148	30.21102
-21.389872	45.537697	0.41681477	30.211054
-21.214903	45.590557	0.43443534	30.21109
-21.043934	45.642002	0.39236757	30.211124
-20.865124	45.696068	0.39792278	30.211159
-20.689583	45.748653	0.4313723	30.211193
-20.513878	45.800694	0.41662577	30.211227
