    0.000000E+00       90.000000        1.516716
    0.000000E+00       85.000000        1.808468
    0.000000E+00       80.000000        2.355920
    0.000000E+00       75.000000        2.898435
    0.000000E+00       70.000000        2.889125
    0.000000E+00       65.000000        3.344093
    0.000000E+00       60.000000        3.745190
    0.000000E+00       55.000000        3.908177
    0.000000E+00       50.000000        3.969234
    0.000000E+00       45.000000        4.011719
    0.000000E+00       40.000000        4.041774
    0.000000E+00       35.000000        4.050143
    0.000000E+00       30.000000        4.050049
    0.000000E+00       25.000000        4.054708
    0.000000E+00       20.000000        4.070503
    0.000000E+00       15.000000        4.133039
    0.000000E+00       10.000000        4.324109
    0.000000E+00        5.000000        4.684114
    0.000000E+00    0.000000E+00        4.892056
    0.000000E+00       -5.000000        4.615336
    0.000000E+00      -10.000000        4.608244
    0.000000E+00      -15.000000        4.415040
    0.000000E+00      -20.000000        4.236884
    0.000000E+00      -25.000000        4.100269
    0.000000E+00      -30.000000        4.062939
    0.000000E+00      -35.000000        3.996344
    0.000000E+00      -40.000000        3.956268
    0.000000E+00      -45.000000        3.954887
    0.000000E+00      -50.000000        3.948559
    0.000000E+00      -55.000000        3.940343
    0.000000E+00      -60.000000        3.931849
    0.000000E+00      -65.000000        3.954301
    0.000000E+00      -70.000000        4.007288
    0.000000E+00      -75.000000        3.987455
    0.000000E+00      -80.000000        3.833466
    0.000000E+00      -85.000000        3.749558
    0.000000E+00      -90.000000        3.706608
       15.000000       90.000000        1.565172
       15.000000       85.000000        1.904864
       15.000000       80.000000        2.438581
       15.000000       75.000000        2.346683
       15.000000       70.000000        2.650158
       15.000000       65.000000        3.263770
       15.000000       60.000000        3.683392
       15.000000       55.000000        3.850818
       15.000000       50.000000        3.930620
       15.000000       45.000000        3.966002
       15.000000       40.000000        3.992603
       15.000000       35.000000        4.003447
       15.000000       30.000000        4.015110
       15.000000       25.000000        4.034867
       15.000000       20.000000        4.077600
       15.000000       15.000000        4.196424
       15.000000       10.000000        4.521105
       15.000000        5.000000        4.879197
       15.000000    0.000000E+00        4.648302
       15.000000       -5.000000        4.573148
       15.000000      -10.000000        4.441416
       15.000000      -15.000000        4.272851
       15.000000      -20.000000        4.130228
       15.000000      -25.000000        4.082636
       15.000000      -30.000000        4.037294
       15.000000      -35.000000        3.984578
       15.000000      -40.000000        3.955392
       15.000000      -45.000000        3.947313
       15.000000      -50.000000        3.942567
       15.000000      -55.000000        3.936994
       15.000000      -60.000000        3.942983
       15.000000      -65.000000        3.978844
       15.000000      -70.000000        4.001047
       15.000000      -75.000000        3.910658
       15.000000      -80.000000        3.783836
       15.000000      -85.000000        3.751304
       15.000000      -90.000000        3.726714
       30.000000       90.000000        1.618766
       30.000000       85.000000        1.954239
       30.000000       80.000000        2.038784
       30.000000       75.000000        1.820831
       30.000000       70.000000        2.525038
       30.000000       65.000000        3.220132
       30.000000       60.000000        3.607583
       30.000000       55.000000        3.784291
       30.000000       50.000000        3.870262
       30.000000       45.000000        3.915832
       30.000000       40.000000        3.944139
       30.000000       35.000000        3.967250
       30.000000       30.000000        3.995272
       30.000000       25.000000        4.041252
       30.000000       20.000000        4.133146
       30.000000       15.000000        4.367950
       30.000000       10.000000        4.720991
       30.000000        5.000000        4.763781
       30.000000    0.000000E+00        4.523840
       30.000000       -5.000000        4.455015
       30.000000      -10.000000        4.301065
       30.000000      -15.000000        4.157801
       30.000000      -20.000000        4.080648
       30.000000      -25.000000        4.067157
       30.000000      -30.000000        4.012918
       30.000000      -35.000000        3.966461
       30.000000      -40.000000        3.943282
       30.000000      -45.000000        3.941295
       30.000000      -50.000000        3.938895
       30.000000      -55.000000        3.936384
       30.000000      -60.000000        3.952689
       30.000000      -65.000000        4.009942
       30.000000      -70.000000        3.964732
       30.000000      -75.000000        3.817807
       30.000000      -80.000000        3.777266
       30.000000      -85.000000        3.760953
       30.000000      -90.000000        3.756749
       45.000000       90.000000        1.683953
       45.000000       85.000000        1.886967
       45.000000       80.000000        1.581258
       45.000000       75.000000        1.735159
       45.000000       70.000000        2.445475
       45.000000       65.000000        3.150024
       45.000000       60.000000        3.536828
       45.000000       55.000000        3.738978
       45.000000       50.000000        3.830411
       45.000000       45.000000        3.882484
       45.000000       40.000000        3.916480
       45.000000       35.000000        3.951908
       45.000000       30.000000        3.997229
       45.000000       25.000000        4.069695
       45.000000       20.000000        4.206979
       45.000000       15.000000        4.564191
       45.000000       10.000000        4.884284
       45.000000        5.000000        4.502164
       45.000000    0.000000E+00        4.454959
       45.000000       -5.000000        4.328544
       45.000000      -10.000000        4.180740
       45.000000      -15.000000        4.076920
       45.000000      -20.000000        4.081343
       45.000000      -25.000000        4.038682
       45.000000      -30.000000        3.985692
       45.000000      -35.000000        3.947250
       45.000000      -40.000000        3.941643
       45.000000      -45.000000        3.941959
       45.000000      -50.000000        3.940176
       45.000000      -55.000000        3.949767
       45.000000      -60.000000        3.982996
       45.000000      -65.000000        4.018386
       45.000000      -70.000000        3.915160
       45.000000      -75.000000        3.797874
       45.000000      -80.000000        3.782572
       45.000000      -85.000000        3.784008
       45.000000      -90.000000        3.803405
       60.000000       90.000000        1.733906
       60.000000       85.000000        1.699378
       60.000000       80.000000        1.366918
       60.000000       75.000000        1.645687
       60.000000       70.000000        2.393187
       60.000000       65.000000        3.070700
       60.000000       60.000000        3.483190
       60.000000       55.000000        3.675768
       60.000000       50.000000        3.783134
       60.000000       45.000000        3.850130
       60.000000       40.000000        3.896055
       60.000000       35.000000        3.946349
       60.000000       30.000000        4.014567
       60.000000       25.000000        4.126925
