time,N_sat,L1,L2,P1,P2,C1
12.125,G11,123274180.431,96057803.844,0,23458294.809,23458294.433
12.125,G15,129709589.441,101072406.332,0,24682916.341,24682914.535
12.125,G16,130741515.679,101876478.188,0,24879294.576,24879291.525
12.125,G18,115949691.300,90350426.780,0,22064485.392,22064486.147
12.125,G21,128489849.277,100121959.026,0,24450810.347,24450808.773
12.125,G27,108682453.947,84687643.405,0,20681583.082,20681580.964
12.125,G28,131517570.902,102481221.585,0,25026964.849,25026963.002
12.125,G32,126211458.090,98346599.515,0,24017245.416,24017240.089
12.133,G08,109053451.306,84976739.463,0,20752181.407,20752178.997
12.133,G10,107811161.139,84008708.668,0,20515777.004,20515774.977
12.133,G11,123166277.633,95973723.885,0,23437761.525,23437761.076
12.133,G15,129790433.496,101135401.715,0,24698301.243,24698298.124
12.133,G16,130855863.766,101965580.515,0,24901054.266,24901051.308
12.133,G18,116013344.449,90400026.651,0,22076598.141,22076598.915
12.133,G21,128574010.266,100187539.008,0,24466825.580,24466824.131
12.133,G27,108734594.870,84728272.693,0,20691505.085,20691503.063
12.133,G28,131441477.092,102421927.833,0,25012484.816,25012484.033
12.133,G32,126109124.883,98266859.495,0,23997771.882,23997766.627
12.142,G08,109028001.861,84956908.749,0,20747338.552,20747336.105
12.142,G10,107822624.196,84017640.944,0,20517958.357,20517956.235
12.142,G11,123058529.912,95889764.696,0,23417257.696,23417257.360
12.142,G16,130970225.641,102054693.644,0,24922816.320,24922813.905
12.142,G18,116077305.612,90449866.526,0,22088769.555,22088770.338
12.142,G21,128658268.317,100253194.595,0,24482859.177,24482858.053
12.142,G27,108787236.724,84769292.318,0,20701522.543,20701520.475
12.142,G28,131365710.412,102362888.970,0,24998066.350,24998065.042
12.142,G32,126006967.521,98187256.470,0,23978332.110,23978326.769
12.150,G08,109003103.594,84937507.528,0,20742600.515,20742598.075
12.150,G10,107834646.846,84027009.262,0,20520246.150,20520243.986
12.150,G11,122950958.472,95805942.893,0,23396787.495,23396786.946
12.150,G16,131084617.897,102143830.403,0,24944584.343,24944581.998
12.150,G18,116141592.347,90499960.100,0,22101002.864,22101003.631
12.150,G21,128742641.790,100318940.151,0,24498914.730,24498913.762
12.150,G27,108840397.560,84810716.346,0,20711638.652,20711636.669
12.150,G28,131290292.596,102304121.964,0,24983714.756,24983712.575
12.150,G32,125905008.108,98107807.696,0,23958929.549,23958924.294
12.158,G08,108978734.687,84918518.797,0,20737963.273,20737960.779
12.158,G10,107847205.658,84036795.368,0,20522635.971,20522633.754
12.158,G11,122843542.549,95722242.266,0,23376346.725,23376346.346
12.158,G18,116206179.553,90550287.806,0,22113293.557,22113294.144
12.158,G21,128827107.668,100384757.717,0,24514988.159,24514987.268
12.158,G27,108894053.682,84852526.301,0,20721849.108,20721847.078
12.158,G28,131215203.185,102245610.902,0,24969424.963,24969422.519
12.158,G32,125803227.075,98028497.906,0,23939561.113,23939556.001
12.167,G08,108954900.440,84899946.674,0,20733427.816,20733425.254
12.167,G10,107860303.231,84047001.292,0,20525128.278,20525126.067
12.167,G11,122736287.480,95638666.977,0,23355936.718,23355936.397
12.167,G18,116271069.392,90600851.335,0,22125641.527,22125642.341
12.167,G21,128911668.666,100450649.353,0,24531079.775,24531078.620
12.167,G27,108948207.421,84894724.024,0,20732154.132,20732152.174
12.167,G28,131140447.664,102187359.947,0,24955198.607,24955196.285
12.167,G32,125701630.895,97949332.147,0,23920228.064,23920222.754
12.175,G08,108931603.055,84881792.896,0,20728994.448,20728991.874
12.175,G10,107873940.369,84057627.647,0,20527723.388,20527721.069
12.175,G11,122629196.810,95555219.781,0,23335557.709,23335557.827
12.175,G18,116336262.135,90651650.884,0,22138047.303,22138047.995
12.175,G21,128996325.868,100516615.938,0,24547189.642,24547188.653
12.175,G27,109002859.339,84937309.929,0,20742554.091,20742552.094
12.175,G28,131066030.246,102129372.478,0,24941037.407,24941034.877
12.175,G32,125600224.206,97870314.077,0,23900930.785,23900925.346
12.183,G08,108908844.153,84864058.699,0,20724663.598,20724660.957
12.183,G10,107888116.548,84068674.030,0,20530421.005,20530418.682
12.183,G11,122522272.960,95471902.576,0,23315210.850,23315210.740
12.183,G18,116401755.889,90702684.962,0,22150510.476,22150511.047
12.183,G21,129081079.145,100582657.391,0,24563317.898,24563316.754
12.183,G27,109058008.629,84980283.394,0,20753048.589,20753046.631
12.183,G28,130991953.505,102071650.446,0,24926940.372,24926938.923
12.183,G32,125499010.354,97791446.243,0,23881670.195,23881664.758
12.192,G01,128652614.189,100248798.126,0,24481783.904,24481780.283
12.192,G08,108886621.681,84846742.500,0,20720434.829,20720432.149
12.192,G10,107902827.155,84080136.863,0,20533220.315,20533218.000
12.192,G11,122415514.072,95388713.894,0,23294895.278,23294895.312
12.192,G18,116467545.471,90753949.591,0,22163029.539,22163030.335
12.192,G21,129165924.060,100648770.290,0,24579463.244,24579462.181
12.192,G27,109113650.389,85023640.603,0,20763636.839,20763634.882
12.192,G28,130918216.047,102014192.789,0,24912908.702,24912907.508
12.192,G32,125397988.654,97712728.140,0,23862446.430,23862440.938
12.200,G01,128547618.508,100166983.468,0,24461805.463,24461799.276
12.200,G08,108864942.690,84829849.797,0,20716309.389,20716306.757
12.200,G10,107918077.364,84092020.152,0,20536122.252,20536120.054
12.200,G11,122308928.382,95305660.219,0,23274613.104,23274612.421
12.200,G18,116533635.588,90805448.401,0,22175605.991,22175606.759
12.200,G21,129250866.312,100714959.000,0,24595627.310,24595625.916
12.200,G27,109169789.540,85067385.390,0,20774319.801,20774317.778
12.200,G28,130844825.934,101957005.735,0,24898942.696,24898941.935
12.200,G32,125297168.154,97634166.819,0,23843260.846,23843255.548
12.208,G01,128442700.973,100085229.698,0,24441839.922,24441833.485
12.208,G08,108843806.579,84813380.125,0,20712287.366,20712284.623
12.208,G10,107933864.449,84104321.804,0,20539126.456,20539124.266
12.208,G11,122202516.200,95222741.727,0,23254363.310,23254362.838
12.208,G18,116600022.375,90857178.362,0,22188239.212,22188239.763
12.208,G21,129335903.561,100781221.768,0,24611809.187,24611807.675
12.208,G27,109226423.124,85111515.452,0,20785096.851,20785094.749
12.208,G28,130771783.840,101900089.975,0,24885043.598,24885042.349
12.208,G32,125196550.103,97555763.285,0,23824113.559,23824108.415
12.217,G01,128337861.378,100003536.738,0,24421889.232,24421882.579
12.217,G08,108823212.960,84797333.173,0,20708368.612,20708365.776
12.217,G10,107950186.147,84117040.030,0,20542232.346,20542230.212
12.217,G11,122096277.672,95139958.539,0,23234146.604,23234146.396
12.217,G18,116666703.060,90909137.349,0,22200928.105,22200928.616
12.217,G21,129421033.464,100847556.726,0,24628008.800,24628007.250
12.217,G27,109283548.578,85156028.786,0,20795967.439,20795965.326
12.217,G28,130699090.300,101843445.758,0,24871210.891,24871208.973
12.217,G32,125096136.134,97477518.774,0,23805005.389,23805000.248
12.225,G01,128233100.668,99921905.168,0,24401953.320,24401947.332
12.225,G08,108803162.851,84781709.735,0,20704553.179,20704550.349
12.225,G10,107967041.219,84130173.869,0,20545439.733,20545437.655
12.225,G11,121990214.707,95057312.148,0,23213963.564,23213963.267
12.225,G18,116733676.080,90961324.137,0,22213672.552,22213673.039
12.225,G21,129506255.344,100913963.344,0,24644226.135,24644224.542
12.225,G27,109341164.458,85200924.271,0,20806931.436,20806929.228
12.225,G28,130626747.546,101787074.928,0,24857444.559,24857442.391
12.225,G32,124995928.930,97399435.413,0,23785936.543,23785931.213
12.233,G01,128128419.733,99840335.795,0,24382033.552,24382027.188
12.233,G08,108783657.282,84766510.610,0,20700841.305,20700838.515
12.233,G10,107984428.554,84143722.461,0,20548748.362,20548746.402
12.233,G11,121884329.234,94974804.055,0,23193813.978,23193813.854
12.233,G18,116800938.523,91013736.424,0,22226472.069,22226472.674
12.233,G21,129591568.340,100980440.971,0,24660460.299,24660459.285
12.233,G27,109399269.338,85246200.790,0,20817988.393,20817986.195
12.233,G28,130554757.295,101730978.771,0,24843744.831,24843742.887
12.233,G32,124895931.392,97321515.409,0,23766907.309,23766902.416
12.242,G01,128023822.046,99758831.284,0,24362128.974,24362123.041
12.242,G08,108764699.432,84751738.274,0,20697233.666,20697230.950
12.242,G10,108002349.447,84157686.811,0,20552158.599,20552156.641
12.242,G11,121778625.178,94892437.327,0,23173699.182,23173698.957
12.242,G18,116868491.441,91066375.079,0,22239327.118,22239327.608
12.242,G21,129676973.905,101046990.777,0,24676712.228,24676711.489
12.242,G27,109457864.248,85291859.150,0,20829138.631,20829136.400
12.242,G28,130483124.350,101675160.924,0,24830113.436,24830111.799
12.242,G32,124796148.787,97243762.897,0,23747919.328,23747914.453
12.250,G01,127919306.063,99677390.447,0,24342240.031,24342234.299
12.250,G08,108746287.988,84737391.718,0,20693729.999,20693727.375
12.250,G10,108020800.311,84172064.122,0,20555669.654,20555667.700
12.250,G11,121673102.291,94810211.791,0,23153618.782,23153618.524
12.250,G18,116936331.000,91119237.067,0,22252236.640,22252236.970
12.250,G21,129762469.347,101113610.582,0,24692981.327,24692980.570
12.250,G27,109516945.398,85337896.404,0,20840381.429,20840379.175
12.250,G28,130411848.362,101619621.269,0,24816550.306,24816548.905
12.250,G32,124696581.505,97166178.150,0,23728972.150,23728967.322
12.258,G01,127814873.536,99596014.658,0,24322367.346,24322361.319
12.258,G08,108728424.414,84723472.062,0,20690330.692,20690328.020
12.258,G10,108039780.662,84186854.025,0,20559281.545,20559279.546
12.258,G11,121567763.108,94728129.373,0,23133573.448,23133572.960
12.258,G18,117004456.248,91172321.677,0,22265200.528,22265200.779
12.258,G21,129848054.536,101180300.265,0,24709268.102,24709266.908
12.258,G27,109576512.024,85384311.951,0,20851716.550,20851714.339
12.258,G28,130340931.867,101564361.778,0,24803055.275,24803054.058
12.258,G32,124597233.086,97088763.957,0,23710066.477,23710061.941
12.267,G01,127710527.319,99514706.113,0,24302510.458,24302504.954
12.267,G08,108711111.574,84709981.562,0,20687036.205,20687033.460
12.267,G10,108059291.191,84202057.048,0,20562994.233,20562992.241
12.267,G11,121462611.310,94646192.973,0,23113563.506,23113563.203
12.267,G18,117072866.333,91225628.257,0,22278218.249,22278218.815
12.267,G21,129933730.504,101247060.738,0,24725571.799,24725570.479
12.267,G27,109636564.553,85431106.121,0,20863144.202,20863141.961
12.267,G28,130270378.767,101509385.434,0,24789629.132,24789628.107
12.267,G32,124498108.252,97011523.981,0,23691203.724,23691199.017
12.275,G01,127606266.711,99433464.216,0,24282670.074,24282664.766
12.275,G08,108694348.434,84696919.387,0,20683846.266,20683843.541
12.275,G10,108079329.010,84217670.951,0,20566807.170,20566805.281
12.275,G11,121357646.986,94564402.646,0,23093589.419,23093589.091
12.275,G18,117141558.219,91279154.385,0,22291289.975,22291290.310
12.275,G21,130019494.932,101313890.141,0,24741892.214,24741890.990
12.275,G27,109697099.828,85478276.452,0,20874663.587,20874661.417
12.275,G28,130200189.459,101454692.503,0,24776272.201,24776271.514
12.275,G32,124399208.120,96934459.081,0,23672383.345,23672378.965
12.283,G01,127502093.541,99352290.434,0,24262846.310,24262841.039
12.283,G08,108678137.082,84684287.180,0,20680761.237,20680758.635
12.283,G10,108099893.709,84233695.402,0,20570720.543,20570718.590
12.283,G11,121252872.622,94482760.341,0,23073651.725,23073651.216
12.283,G18,117210530.575,91332899.083,0,22304414.750,22304415.378
12.283,G21,130105347.686,101380788.292,0,24758229.822,24758228.553
12.283,G27,109758117.230,85525822.458,0,20886274.945,20886272.654
12.283,G28,130130366.448,101400285.032,0,24762985.470,24762984.089
12.283,G32,124300536.312,96857572.077,0,23653606.433,23653601.970
12.292,G01,127398010.117,99271186.595,0,24243039.520,24243034.503
12.292,G08,108662479.465,84672086.446,0,20677781.640,20677779.096
12.292,G10,108120985.443,84250130.532,0,20574734.177,20574732.154
12.292,G11,121148291.626,94401268.700,0,23053750.550,23053749.840
12.292,G18,117279783.169,91386862.155,0,22317593.236,22317593.739
12.292,G21,130191289.442,101447755.877,0,24774583.823,24774582.904
12.292,G27,109819616.604,85573744.035,0,20897977.891,20897975.584
12.292,G28,130060913.534,101346165.977,0,24749769.304,24749767.235
12.292,G32,124202097.071,96780866.302,0,23634874.191,23634869.522
12.300,G01,127294014.960,99190151.474,0,24223249.763,24223244.865
12.300,G08,108647373.690,84660315.721,0,20674907.124,20674904.544
12.300,G10,108142600.380,84266973.338,0,20578847.401,20578845.227
12.300,G11,121043903.231,94319927.130,0,23033885.879,23033885.425
12.300,G14,130101099.010,101377494.244,0,24757417.537,24757416.126
12.300,G18,117349311.560,91441040.102,0,22330824.044,22330824.450
12.300,G21,130277316.767,101514790.082,0,24790954.245,24790953.217
12.300,G27,109881593.841,85622037.966,0,20909771.877,20909769.502
12.300,G28,129991829.861,101292334.578,0,24736622.470,24736621.037
12.300,G32,124103890.625,96704341.893,0,23616186.065,23616181.266
12.308,G01,127190108.603,99109185.565,0,24203476.710,24203472.172
12.308,G08,108632820.485,84648975.568,0,20672137.811,20672135.179
12.308,G10,108164736.849,84284222.540,0,20583059.840,20583057.639
12.308,G11,120939708.928,94238736.833,0,23014058.448,23014057.742
12.308,G14,129996969.457,101296354.462,0,24737603.304,24737601.240
12.308,G18,117419113.574,91495431.270,0,22344106.870,22344107.320
12.308,G21,130363428.863,101581890.341,0,24807341.111,24807339.869
12.308,G27,109944047.085,85670702.812,0,20921656.199,20921654.007
12.308,G28,129923117.164,101238792.318,0,24723547.178,24723545.809
12.308,G32,124005919.411,96628000.772,0,23597542.791,23597537.822
12.317,G01,127086296.669,99028293.275,0,24183722.452,24183717.347
12.317,G08,108618825.166,84638070.130,0,20669474.615,20669471.994
12.317,G10,108187398.111,84301880.683,0,20587372.031,20587369.916
12.317,G11,120835715.249,94157702.845,0,22994268.754,22994268.290
12.317,G14,129892892.922,101215256.063,0,24717798.423,24717795.320
12.317,G18,117489191.915,91550037.784,0,22357442.102,22357442.821
12.317,G21,130449629.106,101649059.310,0,24823744.612,24823743.343
12.317,G27,110006979.293,85719740.888,0,20933631.844,20933629.685
12.317,G28,129854781.899,101185544.103,0,24710543.557,24710542.498
12.317,G32,123908190.784,96551848.676,0,23578945.435,23578940.551
12.325,G01,126982577.315,98947473.081,0,24163984.778,24163979.901
12.325,G08,108605385.266,84627597.491,0,20666917.005,20666914.478
12.325,G10,108210580.072,84319944.555,0,20591783.429,20591781.284
12.325,G11,120731920.930,94076824.236,0,22974517.166,22974516.828
12.325,G14,129788869.449,101134198.976,0,24698003.927,24698000.049
12.325,G18,117559541.619,91604855.726,0,22370829.272,22370829.799
12.325,G21,130535913.705,101716293.992,0,24840164.412,24840162.953
12.325,G27,110070386.129,85769148.786,0,20945697.757,20945695.617
12.325,G28,129786823.032,101132589.211,0,24697610.905,24697610.320
12.325,G32,123810704.793,96475885.653,0,23560394.352,23560389.453
12.333,G01,126878953.404,98866727.279,0,24144265.813,24144260.813
12.333,G08,108592503.653,84617559.877,0,20664465.679,20664463.195
12.333,G10,108234283.230,84338414.556,0,20596293.999,20596291.851
12.333,G11,120628330.141,93996104.179,0,22954804.481,22954804.174
12.333,G14,129684903.693,101053186.872,0,24678219.578,24678215.786
12.333,G18,117630162.986,91659885.360,0,22384268.192,22384268.604
12.333,G21,130622284.554,101783595.920,0,24856599.849,24856598.654
12.333,G27,110134267.832,85818926.726,0,20957854.085,20957851.972
12.333,G28,129719244.838,101079930.992,0,24684750.971,24684750.492
12.333,G32,123713466.042,96400115.261,0,23541890.143,23541885.403
12.342,G01,126775425.081,98786055.946,0,24124565.187,24124559.880
12.342,G08,108580179.981,84607957.020,0,20662120.495,20662118.084
12.342,G10,108258505.402,84357288.988,0,20600903.313,20600901.195
12.342,G11,120524943.763,93915543.443,0,22935130.573,22935130.478
12.342,G14,129580996.996,100972220.743,0,24658446.074,24658442.892
12.342,G18,117701053.239,91715124.513,0,22397758.142,22397758.571
12.342,G21,130708739.465,101850963.291,0,24873051.809,24873050.352
12.342,G27,110198621.998,85869072.813,0,20970100.355,20970098.174
12.342,G28,129652048.074,101027569.893,0,24671963.734,24671963.385
12.342,G32,123616476.537,96324539.083,0,23523433.622,23523428.938
12.350,G01,126671990.651,98705457.810,0,24104882.276,24104876.992
12.350,G08,108568412.438,84598787.516,0,20659881.201,20659878.843
12.350,G10,108283242.524,84376564.683,0,20605610.589,20605608.537
12.350,G11,120421760.842,93835141.244,0,22915495.772,22915495.367
12.350,G14,129477149.401,100891300.711,0,24638684.843,24638681.102
12.350,G18,117772208.274,91770569.994,0,22411298.426,22411299.007
12.350,G21,130795275.398,101918393.854,0,24889519.583,24889517.943
12.350,G27,110263444.264,85919583.662,0,20982435.590,20982433.471
12.350,G28,129585231.676,100975505.269,0,24659249.013,24659248.433
12.350,G32,123519736.325,96249157.185,0,23505024.570,23505019.763
12.358,G01,126568657.011,98624938.171,0,24085217.978,24085213.248
12.358,G08,108557207.615,84590056.493,0,20657749.065,20657746.647
12.358,G10,108308499.092,84396245.132,0,20610416.710,20610414.725
12.358,G11,120318789.026,93754903.541,0,22895900.775,22895900.304
12.358,G14,129373369.032,100810433.052,0,24618935.845,24618932.235
12.358,G18,117843631.099,91826224.145,0,22424889.853,22424890.325
12.358,G21,130881896.924,101985891.106,0,24906002.743,24906001.697
12.358,G27,110328738.885,85970462.570,0,20994860.754,20994858.642
12.358,G28,129518803.597,100923743.178,0,24646608.090,24646607.269
12.358,G32,123423254.102,96173976.305,0,23486664.540,23486659.842
12.367,G01,126465421.284,98544494.843,0,24065572.903,24065568.071
12.367,G08,108546562.333,84581761.481,0,20655723.330,20655720.906
12.367,G10,108334269.896,84416326.295,0,20615320.750,20615318.776
12.367,G11,120216026.552,93674828.972,0,22876345.168,22876345.208
12.367,G14,129269655.114,100729617.174,0,24599199.385,24599196.198
12.367,G18,117915316.451,91882082.848,0,22438531.157,22438531.564
12.367,G21,130968599.488,102053451.494,0,24922501.611,24922500.575
12.367,G27,110394500.397,86021705.298,0,21007374.752,21007372.666
12.367,G28,129452762.030,100872282.318,0,24634040.884,24634039.911
12.367,G32,123327028.827,96098995.645,0,23468353.466,23468348.918
12.375,G01,126362285.015,98464129.023,0,24045946.673,24045941.660
12.375,G08,108536477.424,84573903.116,0,20653804.230,20653801.817
12.375,G10,108360554.110,84436807.508,0,20620322.502,20620320.543
12.375,G11,120113475.789,93594919.368,0,22856830.808,22856830.464
12.375,G14,129166010.259,100648855.117,0,24579476.069,24579473.173
12.375,G18,117987263.087,91938145.157,0,22452221.802,22452222.524
12.375,G21,131055382.843,102121074.842,0,24939015.481,24939014.881
12.375,G27,110460727.708,86073310.978,0,21019977.363,21019975.316
12.375,G28,129387109.292,100821124.409,0,24621547.775,24621546.634
12.375,G32,123231063.805,96024217.770,0,23450091.991,23450087.369
12.383,G01,126259252.610,98383844.090,0,24026339.860,24026335.358
12.383,G08,108526957.329,84566484.864,0,20651992.563,20651990.204
12.383,G10,108387353.651,84457690.270,0,20625422.286,20625420.320
12.383,G11,120011141.535,93515178.445,0,22837356.703,22837356.874
12.383,G14,129062440.533,100568151.587,0,24559767.366,24559764.456
12.383,G18,118059472.375,91994412.127,0,22465962.939,22465963.518
12.383,G21,131142249.622,102188763.171,0,24955546.135,24955544.877
12.383,G27,110527422.524,86125280.954,0,21032669.122,21032666.923
12.383,G28,129321850.585,100770273.488,0,24609128.958,24609128.333
12.383,G32,123135365.207,95949647.526,0,23431881.138,23431876.532
12.392,G01,126156319.093,98303636.245,0,24006752.606,24006747.642
12.392,G08,108517996.548,84559502.450,0,20650287.402,20650285.018
12.392,G10,108414661.149,84478968.850,0,20630618.725,20630616.735
12.392,G11,119909020.476,93435603.668,0,22817923.898,22817923.936
12.392,G14,128958942.390,100487503.806,0,24540072.072,24540069.111
12.392,G18,118131936.742,92050877.851,0,22479752.392,22479752.952
12.392,G21,131229193.238,102256511.388,0,24972091.178,24972089.768
12.392,G27,110594577.189,86177609.254,0,21045448.204,21045446.037
12.392,G28,129256981.915,100719726.556,0,24596784.774,24596784.372
12.392,G32,123039929.877,95875282.405,0,23413720.316,23413715.798
12.400,G01,126053490.432,98223510.115,0,23987184.582,23987179.927
12.400,G08,108509600.513,84552960.088,0,20648689.667,20648687.305
12.400,G10,108442480.093,84500645.955,0,20635912.572,20635910.522
12.400,G11,119807119.172,93356200.108,0,22798532.486,22798532.733
12.400,G14,128855523.991,100406918.146,0,24520391.995,24520389.208
12.400,G18,118204659.402,92107544.862,0,22493591.222,22493591.673
12.400,G21,131316218.087,102324322.897,0,24988651.304,24988649.945
12.400,G27,110662194.933,86230298.389,0,21058315.529,21058313.248
12.400,G28,129192509.998,100669488.735,0,24584516.124,24584515.804
12.400,G32,122944765.452,95801128.373,0,23395610.992,23395606.515
12.408,G01,125950768.011,98143466.796,0,23967637.232,23967632.453
12.408,G08,108501769.906,84546858.320,0,20647199.606,20647197.196
12.408,G10,108470809.318,84522720.688,0,20641303.470,20641301.388
12.408,G11,119705439.753,93276969.454,0,22779183.543,22779183.771
12.408,G14,128752187.829,100326396.614,0,24500727.944,24500725.091
12.408,G18,118277638.229,92164411.465,0,22507478.597,22507479.064
12.408,G21,131403323.399,102392197.089,0,25005227.379,25005225.571
12.408,G27,110730274.350,86283347.270,0,21071270.630,21071268.354
12.408,G28,129128436.957,100619561.752,0,24572323.009,24572323.045
12.408,G32,122849875.084,95727187.893,0,23377553.781,23377549.407
12.417,G01,125848151.049,98063505.581,0,23948109.612,23948105.255
12.417,G08,108494503.967,84541196.557,0,20645816.962,20645814.546
12.417,G10,108499645.615,84545190.537,0,20646790.852,20646788.723
12.417,G11,119603982.438,93197911.880,0,22759877.151,22759877.038
12.417,G14,128648934.776,100245939.781,0,24481079.418,24481076.700
12.417,G18,118350869.491,92221474.761,0,22521413.922,22521414.546
12.417,G27,110798811.983,86336753.196,0,21084312.849,21084310.590
12.417,G28,129064762.920,100569945.691,0,24560206.428,24560206.088
12.417,G32,122755259.772,95653461.741,0,23359548.781,23359544.670
12.425,G01,125745640.954,97983627.723,0,23928602.364,23928597.982
12.425,G08,108487803.499,84535975.410,0,20644541.896,20644539.513
12.425,G10,108528988.061,84568054.780,0,20652374.602,20652372.399
12.425,G11,119502749.690,93119029.265,0,22740613.134,22740613.152
12.425,G14,128545767.847,100165550.052,0,24461447.212,24461444.853
12.425,G18,118424352.384,92278734.132,0,22535397.459,22535397.834
12.425,G27,110867806.593,86390515.208,0,21097442.143,21097439.846
12.425,G28,129001490.201,100520642.327,0,24548165.608,24548165.345
12.425,G32,122660922.792,95579952.479,0,23341597.152,23341592.910
12.433,G01,125643238.308,97903833.552,0,23909115.583,23909111.163
12.433,G08,108481668.348,84531194.759,0,20643374.420,20643372.015
12.433,G10,108558834.507,84591311.750,0,20658054.184,20658052.030
12.433,G11,119401742.675,93040322.545,0,22721392.065,22721392.192
12.433,G14,128442689.125,100085229.085,0,24441832.187,24441829.630
12.433,G18,118498084.479,92336187.684,0,22549427.944,22549428.746
12.433,G27,110937255.848,86444631.480,0,21110657.843,21110655.624
12.433,G28,128938620.102,100471652.688,0,24536201.655,24536201.444
12.433,G32,122566866.243,95506661.724,0,23323698.679,23323694.413
12.442,G01,125540948.115,97824126.980,0,23889650.409,23889645.879
12.442,G08,108476102.931,84526858.074,0,20642315.373,20642312.945
12.442,G10,108589187.524,84614963.446,0,20663830.131,20663827.988
12.442,G11,119300967.349,92961796.359,0,22702215.069,22702215.118
12.442,G14,128339704.929,100004981.699,0,24422234.696,24422232.051
12.442,G18,118572067.806,92393837.017,0,22563506.469,22563507.269
12.442,G27,111007162.010,86499103.781,0,21123960.673,21123958.330
12.442,G28,128876158.616,100422981.443,0,24524315.586,24524315.549
12.442,G32,122473097.032,95433594.855,0,23305854.881,23305850.619
12.450,G01,125438765.026,97744503.883,0,23870205.689,23870201.096
12.450,G08,108471101.418,84522960.795,0,20641363.594,20641361.171
12.450,G10,108620039.164,84639003.699,0,20669700.946,20669698.854
12.450,G11,119200419.511,92883447.456,0,22683081.459,22683081.412
12.450,G14,128236811.907,99924805.473,0,24402654.545,24402652.035
12.450,G18,118646294.137,92451675.685,0,22577631.530,22577632.076
12.450,G27,111077516.923,86553925.767,0,21137348.800,21137346.454
12.450,G28,128814100.793,100374624.721,0,24512506.778,24512506.326
12.450,G32,122379611.519,95360749.079,0,23288065.077,23288060.905
12.458,G01,125336696.783,97664970.314,0,23850782.695,23850778.173
12.458,G08,108466671.079,84519508.586,0,20640520.484,20640518.123
12.458,G10,108651394.655,84663436.553,0,20675667.675,20675665.588
12.458,G11,119100107.665,92805282.435,0,22663992.992,22663992.714
12.458,G14,128134019.288,99844707.426,0,24383093.509,24383091.030
12.458,G18,118720768.086,92509707.304,0,22591803.620,22591803.991
12.458,G27,111148325.547,86609101.297,0,21150823.212,21150820.882
12.458,G28,128752455.040,100326589.160,0,24500776.080,24500775.339
12.458,G32,122286419.048,95288131.644,0,23270330.890,23270326.837
12.467,G01,125234740.129,97585523.693,0,23831380.973,23831376.265
12.467,G08,108462807.998,84516498.399,0,20639785.358,20639782.992
12.467,G10,108683248.129,84688257.455,0,20681729.140,20681727.144
12.467,G11,119000029.349,92727299.397,0,22644948.631,22644948.372
12.467,G14,128031325.221,99764686.195,0,24363551.423,24363548.695
12.467,G18,118795484.059,92567927.533,0,22606021.533,22606022.057
12.467,G27,111219581.772,86664625.604,0,21164382.808,21164380.490
12.467,G28,128691219.336,100278873.074,0,24489123.225,24489122.685
12.467,G32,122193518.213,95215741.445,0,23252652.373,23252648.503
12.475,G01,125132897.128,97506165.593,0,23812000.907,23811996.382
12.475,G08,108459513.560,84513931.305,0,20639158.409,20639156.069
12.475,G10,108715599.125,84713466.027,0,20687885.315,20687883.328
12.475,G11,118900187.806,92649500.835,0,22625949.114,22625949.218
12.475,G14,127928733.339,99684744.537,0,24344028.686,24344026.347
12.475,G18,118870440.581,92626335.194,0,22620285.158,22620285.875
12.475,G27,111291284.853,86720498.111,0,21178027.422,21178025.133
12.475,G28,128630395.917,100231478.265,0,24477548.982,24477548.510
12.475,G32,122100912.716,95143581.396,0,23235030.152,23235026.203
12.483,G01,125031170.596,97426898.257,0,23792643.235,23792638.395
12.483,G08,108456789.892,84511808.970,0,20638640.167,20638637.737
12.483,G10,108748447.757,84739062.373,0,20694136.296,20694134.220
12.483,G11,118800586.428,92571889.417,0,22606995.682,22606995.617
12.483,G14,127826247.933,99604885.889,0,24324526.381,24324524.136
12.483,G18,118945637.511,92684930.185,0,22634594.875,22634595.339
12.483,G27,111363434.659,86776718.713,0,21191757.143,21191754.856
12.483,G28,128569988.567,100184407.660,0,24466053.898,24466053.350
12.483,G32,122008607.013,95071654.946,0,23217464.658,23217460.833
12.492,G01,124929562.210,97347722.964,0,23773307.499,23773302.927
12.492,G08,108454638.207,84510132.331,0,20638230.722,20638228.267
12.492,G10,108781793.136,84765045.788,0,20700481.757,20700479.611
12.492,G11,118701227.977,92494467.290,0,22588088.393,22588088.290
12.492,G14,127723872.583,99525113.005,0,24305044.891,24305042.469
12.492,G18,119021074.227,92743712.025,0,22648950.016,22648950.481
12.492,G27,111436030.046,86833286.532,0,21205571.544,21205569.257
12.492,G28,128509999.904,100137663.300,0,24454638.524,24454637.578
12.492,G32,121916604.599,94999964.815,0,23199957.257,23199953.338
12.500,G01,124828070.894,97268638.903,0,23753993.792,23753989.427
12.500,G08,108453056.627,84508899.934,0,20637929.804,20637927.284
12.500,G10,108815631.554,84791413.386,0,20706921.085,20706918.800
12.500,G11,118602112.160,92417234.230,0,22569227.184,22569227.130
12.500,G14,127621607.531,99445426.052,0,24285584.591,24285582.029
12.500,G18,119096746.579,92802677.480,0,22663349.975,22663350.468
12.500,G27,111509067.011,86890198.434,0,21219470.149,21219467.759
12.500,G28,128450429.244,100091244.664,0,24443302.214,24443301.462
